feature	Acutalibacter_caecimuris	Acutalibacter_intestini	Acutalibacter_muris	Acutalibacter_sp_1XD8_33	Adlercreutzia_SGB42953	Adlercreutzia_aquisgranensis	Adlercreutzia_caecimuris	Adlercreutzia_mucosicola	Adlercreutzia_muris	Akkermansia_muciniphila	Alistipes_timonensis	Anaerostipes_hominis_ex_Lee_et_al_2021	Bacillota_unclassified_SGB43543	Bacillota_unclassified_SGB63211	Bacteroidales_bacterium	Bifidobacterium_pseudolongum	Blautia_pseudococcoides	Caniella_muris	Clostridia_bacterium	Clostridiaceae_bacterium	Clostridiales_bacterium	Coriobacteriaceae_bacterium	Duncaniella_dubosii	Duncaniella_freteri	Duncaniella_muricolitica	Duncaniella_muris	Eubacteriaceae_bacterium	Faecalibaculum_rodentium	GGB115370_SGB161393	GGB14001_SGB21428	GGB143828_SGB43507	GGB1503_SGB2082	GGB18828_SGB27767	GGB22635_SGB33556	GGB22635_SGB63107	GGB24132_SGB35935	GGB24146_SGB35950	GGB24148_SGB35952	GGB25041_SGB36960	GGB27478_SGB39772	GGB27480_SGB39776	GGB27482_SGB39778	GGB27849_SGB40283	GGB27860_SGB40294	GGB27861_SGB40295	GGB27866_SGB40300	GGB27873_SGB41457	GGB27876_SGB40310	GGB27884_SGB40318	GGB27885_SGB40319	GGB27894_SGB40329	GGB27919_SGB40357	GGB27929_SGB40368	GGB28310_SGB40880	GGB28317_SGB40889	GGB28380_SGB40960	GGB28382_SGB40962	GGB28765_SGB41414	GGB28769_SGB41421	GGB28778_SGB41431	GGB28793_SGB41446	GGB28796_SGB41449	GGB28803_SGB41457	GGB28870_SGB41545	GGB28901_SGB41592	GGB28904_SGB41597	GGB28934_SGB41635	GGB28946_SGB41652	GGB28949_SGB41655	GGB28956_SGB41665	GGB28990_SGB41704	GGB29003_SGB41719	GGB29531_SGB42317	GGB30045_SGB42945	GGB30046_SGB42947	GGB30294_SGB43258	GGB30296_SGB43260	GGB30298_SGB43262	GGB30454_SGB43516	GGB30455_SGB43519	GGB30461_SGB102216	GGB30461_SGB43529	GGB30461_SGB63209	GGB30475_SGB63182	GGB30861_SGB44083	GGB3171_SGB4185	GGB32371_SGB41694	GGB42570_SGB59765	GGB42598_SGB59794	GGB42646_SGB59844	GGB45514_SGB63186	GGB46159_SGB63927	GGB46162_SGB63930	GGB70518_SGB94950	GGB70852_SGB95305	GGB75057_SGB102223	GGB75074_SGB102167	GGB75104_SGB102231	GGB75725_SGB102612	GGB75726_SGB102611	GGB75879_SGB103683	GGB9439_SGB42949	Hominisplanchenecus_murintestinalis	Lachnospiraceae_bacterium	Lachnospiraceae_bacterium_A2	Lachnospiraceae_unclassified_SGB41405	Lachnospiraceae_unclassified_SGB7275	Lactobacillus_intestinalis	Lactobacillus_johnsonii	Lepagella_muris	Ligilactobacillus_murinus	Limosilactobacillus_reuteri	Muribaculaceae_bacterium	Muribaculum_gordoncarteri	Muribaculum_intestinale	Muricaecibacterium_torontonense	Neglectibacter_caecimuris	Neglectibacter_sp_X4	Oscillibacter_SGB43496	Oscillibacter_SGB43499	Oscillospiraceae_bacterium	Oscillospiraceae_unclassified_SGB43526	Paramuribaculum_intestinale	Parasutterella_muris	Parvibacter_caecicola	Sangeribacter_muris	Schaedlerella_arabinosiphila	Turicibacter_sp_1E2	Turicimonas_muris
SLC_SMT_NEG_191J	NA	NA	NA	-10.0984128353286	NA	-9.80504838749212	-7.53607756919583	NA	-7.197429421792	-9.72956754666833	NA	NA	NA	NA	-7.9897138596925	-4.99650573000118	NA	-5.93727884884719	-10.1131105208439	NA	-10.4211583333831	-8.99206915033897	-7.11957723345947	NA	-8.25705457066954	-9.27926036505097	-9.60189554985837	-1.35008316348615	NA	-7.89878496310411	NA	-6.31479652227774	-9.93927073106295	-9.21676735719789	-8.74537439140641	-6.56441693604962	-9.80856218688339	-10.052861845921	-8.18815426577552	NA	NA	-11.4213735164756	-7.76746390114714	-9.9358852051467	NA	NA	NA	-9.04620963798102	-8.46656644750399	NA	NA	-4.69237340993029	-10.3666866421093	-4.69223952446136	NA	NA	NA	-8.76094782180535	NA	-9.64208119529073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.17884740655914	-9.83168438592723	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.40676043369945	NA	NA	-10.3084146703853	-8.87258378768655	NA	NA	-9.38262473274145	-10.4681771872885	NA	-4.96766579664725	NA	NA	NA	-11.7768288537502	NA	-10.9042632259735	-8.07410364411668	-8.75795552405124	-6.50727028928472	NA	NA	NA	-8.81469667321899	-8.24129821325105	-9.49555532963132	-9.18062202338237	-8.6896899588447	-8.01701434605152	-6.2197232815512	-6.12691726038101	-1.89132283287985	NA	-10.1429628708606	-9.92837314768716	NA	NA	NA	-7.14014889286469	-8.82640318126516	-10.1707302557768	-9.87848016880079	NA	-9.70473614838177	-9.6937779273782
SLC_SMT_NEG_160J	NA	NA	NA	NA	NA	-7.84742989877181	-6.92552157685469	-7.29691969119506	NA	-2.44092559080487	NA	NA	NA	NA	-5.49987661270327	-5.84969317932847	NA	NA	NA	NA	NA	NA	-6.32905365835104	NA	-7.01478563795761	-6.5277212452984	NA	-4.36418806890933	NA	-6.99251109613354	NA	-4.77490917405165	-6.77820827231275	NA	NA	-5.59815148968155	-7.0558349630527	-7.30090999948053	NA	NA	NA	NA	-5.47582592656567	-6.26997662635682	-7.41174952469528	NA	NA	NA	-4.9412787376564	-7.22881869049588	NA	-4.13795009154664	-7.0457555435658	-4.91807093237195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.31900423801259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.57368709925058	NA	NA	NA	-4.84929137037423	-7.51596213576095	NA	-2.94264184670894	NA	NA	NA	NA	NA	-4.50406807637965	-6.85005855733242	NA	-4.91535373950286	NA	NA	NA	NA	NA	-5.70183157991589	NA	NA	-6.00027623732468	-6.2692923518387	-5.60116203341411	-4.14786586808758	NA	NA	NA	NA	NA	NA	-6.59901100417876	NA	NA	NA	NA	NA	-6.76285368569223
SLC_SMT_NEG_109J	NA	NA	-11.3966807706293	-11.7399060253999	NA	-9.91285640396027	-6.75549719380998	-10.899768473361	-6.7903100758437	-9.24688312357635	NA	NA	NA	-11.699042824397	-9.52678482622835	-5.23232752450847	NA	-6.04587580353104	-10.1276795230337	-9.64067378965449	-10.7330146088583	-8.95381385767325	-7.60917481759426	NA	-8.58826462628426	-10.0975329522254	-9.40764504205675	-1.06143758945886	-11.546265740196	-8.97599279812951	-11.1503995995338	-7.85230168385974	NA	-9.74075960694984	-8.48059449561031	-6.15056838830816	-11.1751305637651	-11.9571875359127	-8.08648531528423	-13.5882280463316	NA	-11.8896353673248	-10.4619413861421	-11.325559481768	NA	-11.7058528580922	NA	-10.6328050747288	-10.1404959683608	NA	NA	-4.82708008746793	NA	-4.15169387019428	-11.0976891584918	NA	NA	-10.0905729324088	NA	-11.2328617597258	-11.1645107913604	NA	NA	NA	-11.0200429696835	NA	NA	NA	-11.5211870113059	NA	-10.9770700347345	-11.1189866469023	-11.7049006888524	-7.44398968855299	-10.0741890329137	-11.8124017686967	-11.0784474221216	-10.9014945656785	-11.0937371367332	-11.5214663867988	NA	-11.2754592051608	NA	NA	-7.89617529333166	-11.6701050533861	NA	-9.8329287449965	-7.6407306913488	-11.3501605560144	NA	-10.6168966981692	-11.8916201897816	NA	-6.14408759446453	-12.1523452438488	-10.9250474232608	-12.7470755208188	-13.0470379476394	-13.2085913391553	-12.2559195470158	-7.96380441015897	-8.85819994492743	-6.82780734379263	-10.9151028431387	-10.7715390356469	NA	-7.27869496513137	-6.72308016605026	-9.87867790974584	-9.84376124414167	-8.63803980242958	-9.49791052763592	-5.89075713313263	-7.76051206620793	-2.30443340649381	NA	-11.0711696101123	-10.8262264676203	NA	-11.60752416842	-11.160045419836	-6.74333866019549	-11.5188145013932	-11.2412352070431	-12.138780516267	NA	-11.996453482171	NA
SLC_SMT_NEG_152J	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.76609053928461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.106968024667939	NA	NA	NA	-8.11767784689729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.16405150887875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.63945440760529	-4.51759638480547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_142J	-12.6201773919603	-10.9251408438084	-11.8177453914767	NA	NA	-10.5695813512614	-6.87885692453667	-9.83906314313985	-7.57300820538346	-3.08603572566167	NA	-11.6675411698868	-11.3075108159393	-10.7858289260074	-7.63163329517798	-7.16495811142508	-10.7287852018399	-4.18758822771009	-11.0959150755194	-10.2117140379237	-11.5857541653303	-8.942629500647	NA	NA	NA	-7.659883430697	NA	-1.35052271126997	NA	-6.88988027207929	NA	NA	-10.9827630237448	NA	-8.77120404407004	-4.59082640934655	-8.20254644637886	-10.6056086938768	NA	NA	NA	-13.2493571152911	-6.31293912026847	-9.55265253202827	-10.7667835706849	-11.1203435343429	NA	-8.29045380222666	-5.88030459900651	-11.0302880452104	-11.5107759609998	NA	-9.38539646084796	-5.00681901037923	-11.7166292290672	-10.2685961593543	NA	NA	-11.0037001104216	NA	NA	NA	-10.4032697987447	NA	NA	NA	-11.5381810124122	NA	NA	NA	NA	-11.4546621566009	-10.964887773953	-8.84789593266956	-11.8359622731226	-12.4468211403317	NA	NA	NA	NA	NA	-11.6513202584243	-11.037830049129	NA	-8.64506259226045	-11.57157990838	NA	NA	NA	-10.6594638515133	-11.5919327402595	-6.42174680430721	-11.2050038163341	NA	NA	-12.1607061861527	-10.8435680988797	-13.1838510959906	-12.1127416960106	-10.9692491960983	NA	-8.9416428796234	NA	-6.97545053526664	-11.4506879210997	NA	-9.1283726814251	NA	-11.2928596130186	-7.58304607468864	-10.4562160524532	-10.8398235569358	-8.58619271687779	-6.26270504774533	-4.43207409476086	-2.74324843403915	NA	-10.862631167094	NA	NA	NA	-11.4204191416504	NA	-10.839950331544	-10.3813314875004	-10.8481509158871	-7.90972332248969	NA	-7.76583486013828
SLC_SMT_NEG_15J	NA	NA	NA	NA	NA	NA	NA	NA	-4.87689862918812	-3.48604285677363	NA	NA	NA	NA	NA	-4.92046169076305	NA	NA	NA	NA	NA	NA	NA	NA	-3.97179551924691	NA	NA	-3.43069584201513	NA	-3.73410921149043	NA	NA	NA	NA	NA	NA	NA	-4.73077146805014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.73622124559835	-4.3555840595251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.61507830660437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.46006615963845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.15393255240054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_91J	NA	NA	NA	NA	-6.36500604261571	-9.3860310298603	-7.81331892186754	-9.92826380665398	-6.64571809634081	-5.87376967829719	NA	NA	NA	NA	-7.67399680531002	-3.2035133172206	NA	-8.02078447606855	-11.11771577877	NA	NA	-8.80251825378021	-6.26509348405887	NA	-6.92896324162709	-8.91230608553723	-9.90243948137809	-2.50416951938507	NA	-7.90718298945658	-9.72177367271273	-5.66336742848833	-8.99469116839295	NA	-8.30949777137899	-5.97436195387418	-9.03224903637611	-8.70660764205251	NA	NA	NA	-11.1623827165033	-6.0312012341914	-7.97125892353368	NA	-10.0041251300249	NA	-8.693474719049	-5.60881102556954	-9.94454889024146	NA	-4.15039326067457	-10.1522028013466	-3.74965281225462	-9.72279468835399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.88481573442175	-9.85647312358596	-10.4124545677418	NA	-9.45286123110489	NA	NA	-9.37907243695464	NA	-9.28813398955893	-10.2226695014436	-8.03090482451733	NA	-8.67045266617752	-10.148425211602	-8.05919817281193	-9.51716966030536	NA	-6.31908054466414	-10.3261308079319	-9.36177168950435	-4.45780330616547	NA	-9.61294600988744	NA	-11.6098731758378	NA	-7.77942928647526	-6.83544195783158	NA	-6.69533683674002	NA	-9.45317892370519	NA	-9.35245755455362	-9.25065201796714	-7.13142029348086	-9.85801468917533	-9.7138852067643	-7.60892900365694	-6.53844416895098	-6.80251825378021	-2.10477308130485	-9.68089426383972	-9.98715749570754	NA	NA	NA	NA	-6.32690686768215	-9.94678389462477	-9.60833920967428	-9.92855826426106	NA	-9.92885278197993	-9.71477368304155
SLC_SMT_NEG_141J	NA	NA	NA	NA	NA	NA	-8.26228615457665	-7.26186687700146	-7.65261309321501	-2.14418410505808	-14.7321607590042	NA	NA	NA	-9.96917605033532	NA	-4.8344434214545	NA	NA	NA	-12.8272034515308	-2.82544440769373	NA	NA	NA	-7.63162924515299	NA	-2.77119201572936	NA	-4.88956612338895	NA	NA	NA	NA	NA	-8.09102873019725	-8.51098947512871	NA	NA	NA	NA	NA	-12.0525147183935	-9.29480390888276	-9.43607209977709	-11.435142393931	-11.1848553430232	-11.1262462117567	NA	-10.2658727549905	-6.87158064994913	NA	NA	-4.1348807210154	-9.90323300941197	-11.6632722062829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.89692949575201	-11.9276887054786	NA	NA	NA	NA	-17.7034680831085	-8.10749537822493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-15.819151179236	NA	-11.0615895427742	-13.5685495314941	-10.9738706176535	-4.49274253816913	-5.41407880440301	NA	NA	-13.6801884223466	NA	NA	NA	NA	NA	NA	-14.9420079270216	NA	NA	NA	-7.96974462754961
SLC_SMT_NEG_194J	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.57102330976328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.7116188120067	NA	-0.168446891091002	-5.2108895074471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_89J	NA	NA	NA	NA	NA	NA	-11.2102548244093	NA	-8.49260809687453	-12.2444105328826	NA	NA	NA	NA	NA	-14.1019115629242	NA	NA	NA	NA	-12.6462804017365	-2.06383505164744	-12.9397388372061	NA	NA	NA	NA	-1.11903717414206	NA	-8.35736971313311	NA	-6.23517926286347	NA	NA	NA	-11.4125764424427	-9.34170773423753	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1556681394057	-12.3826823330548	NA	NA	NA	-2.65675862182275	NA	-5.88420705931907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.1395083495819	NA	NA	NA	NA	-11.3078718718944	NA	-11.2952194918045	NA	NA	NA	NA	NA	NA	NA	NA	-6.10240090391826	NA	NA	NA	NA	NA	-8.90088290138908	NA	NA	NA	NA	NA	NA	NA	NA	-7.79918816458012	NA	NA	NA	NA	-10.4234048273343	NA	-7.80430964169403	-6.7789980403635	NA	-5.66956436139443	-4.98238657536796	NA	NA	NA	NA	NA	NA	NA	-11.5278139497946	NA	NA	NA	NA	NA	-13.4313976180879
