feature	Acetatifactor_aquisgranensis	Acutalibacter_caecimuris	Acutalibacter_intestini	Acutalibacter_muris	Acutalibacter_sp_1XD8_33	Adlercreutzia_SGB42953	Adlercreutzia_aquisgranensis	Adlercreutzia_caecimuris	Adlercreutzia_mucosicola	Adlercreutzia_muris	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_muris	Alistipes_timonensis	Anaerostipes_hominis	Anaerostipes_hominis_ex_Lee_et_al_2021	Atopobiaceae_bacterium_FL090493	Bacillota_unclassified_SGB43543	Bacillota_unclassified_SGB43546	Bacillota_unclassified_SGB43549	Bacillota_unclassified_SGB43550	Bacillota_unclassified_SGB63211	Bacteroidales_bacterium	Bacteroides_caecimuris	Bacteroides_intestinalis	Bifidobacterium_pseudolongum	Blautia_pseudococcoides	Caniella_muris	Clostridia_bacterium	Clostridiaceae_bacterium	Clostridiales_bacterium	Coriobacteriaceae_bacterium	Cutibacterium_acnes	Duncaniella_dubosii	Duncaniella_freteri	Duncaniella_muricolitica	Duncaniella_muris	Enterococcus_gallinarum	Escherichia_coli	Eubacteriaceae_bacterium	Faecalibaculum_rodentium	Flintibacter_SGB43538	GGB115370_SGB161393	GGB14001_SGB21428	GGB141797_SGB41693	GGB143828_SGB43507	GGB1503_SGB2082	GGB1690_SGB40190	GGB18828_SGB27767	GGB22635_SGB33556	GGB22635_SGB63107	GGB24132_SGB35935	GGB24146_SGB35950	GGB24148_SGB35952	GGB25041_SGB36960	GGB27478_SGB39772	GGB27480_SGB39776	GGB27482_SGB39778	GGB27770_SGB40184	GGB27849_SGB40283	GGB27860_SGB40294	GGB27861_SGB40295	GGB27866_SGB40300	GGB27873_SGB41457	GGB27876_SGB40310	GGB27884_SGB40318	GGB27885_SGB40319	GGB27894_SGB40329	GGB27919_SGB40357	GGB27929_SGB40368	GGB28310_SGB40880	GGB28317_SGB40889	GGB28380_SGB40960	GGB28382_SGB40962	GGB28394_SGB40975	GGB28419_SGB41002	GGB28421_SGB41004	GGB28439_SGB41022	GGB28456_SGB41039	GGB28765_SGB41414	GGB28769_SGB41421	GGB28772_SGB41425	GGB28778_SGB41431	GGB28793_SGB41446	GGB28796_SGB41449	GGB28803_SGB41457	GGB28814_SGB41469	GGB28845_SGB41512	GGB28865_SGB41537	GGB28869_SGB41543	GGB28870_SGB41545	GGB28870_SGB41546	GGB28879_SGB43526	GGB28898_SGB41580	GGB28901_SGB41592	GGB28904_SGB41597	GGB28925_SGB41622	GGB28927_SGB41625	GGB28928_SGB41627	GGB28934_SGB41635	GGB28942_SGB41646	GGB28946_SGB41652	GGB28948_SGB41654	GGB28949_SGB41655	GGB28949_SGB41656	GGB28956_SGB41665	GGB28957_SGB41666	GGB28961_SGB41670	GGB28988_SGB41701	GGB28990_SGB41704	GGB29003_SGB41719	GGB29531_SGB42317	GGB30045_SGB42945	GGB30046_SGB42947	GGB30147_SGB43074	GGB30294_SGB43258	GGB30296_SGB43260	GGB30298_SGB43262	GGB30414_SGB43453	GGB30454_SGB43514	GGB30454_SGB43516	GGB30455_SGB43519	GGB30460_SGB43527	GGB30461_SGB102216	GGB30461_SGB43529	GGB30461_SGB63204	GGB30461_SGB63208	GGB30461_SGB63209	GGB30468_SGB43552	GGB30472_SGB43556	GGB30475_SGB63182	GGB30667_SGB43809	GGB30861_SGB44083	GGB31108_SGB44379	GGB3171_SGB4185	GGB32371_SGB41694	GGB42322_SGB59489	GGB42570_SGB59765	GGB42598_SGB59794	GGB42646_SGB59844	GGB45514_SGB63186	GGB45515_SGB63187	GGB45656_SGB63370	GGB46159_SGB63927	GGB46162_SGB63930	GGB70518_SGB94950	GGB70852_SGB95305	GGB73359_SGB46611	GGB74395_SGB43523	GGB74408_SGB43542	GGB75057_SGB102223	GGB75074_SGB102167	GGB75094_SGB102310	GGB75104_SGB102231	GGB75725_SGB102612	GGB75726_SGB102611	GGB75879_SGB103683	GGB79741_SGB1950	GGB80032_SGB42945	GGB9439_SGB42949	Hominisplanchenecus_murintestinalis	Lachnospiraceae_bacterium	Lachnospiraceae_bacterium_A2	Lachnospiraceae_bacterium_MD308	Lachnospiraceae_unclassified_SGB41405	Lachnospiraceae_unclassified_SGB7275	Lactobacillus_intestinalis	Lactobacillus_johnsonii	Lepagella_muris	Ligilactobacillus_murinus	Limosilactobacillus_reuteri	Muribaculaceae_bacterium	Muribaculum_gordoncarteri	Muribaculum_intestinale	Muricaecibacterium_torontonense	Neglectibacter_caecimuris	Neglectibacter_sp_X4	Oscillibacter_SGB43496	Oscillibacter_SGB43499	Oscillibacter_SGB43502	Oscillibacter_SGB94990	Oscillibacter_sp_CU971	Oscillospiraceae_bacterium	Oscillospiraceae_unclassified_SGB102175	Oscillospiraceae_unclassified_SGB43526	Parabacteroides_SGB1950	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Paramuribaculum_intestinale	Parasutterella_muris	Parasutterella_sp_NM82_D38	Parvibacter_caecicola	Pseudoflavonifractor_sp_524_17	Pseudomonas_aeruginosa	Sangeribacter_muris	Schaedlerella_arabinosiphila	Thomasclavelia_cocleata	Turicibacter_sp_1E2	Turicimonas_muris	bacterium_1xD42_67
SLC_SMT_NEG_17J	NA	NA	NA	NA	NA	-8.3029681979883	-8.8623448173171	-8.78865238502024	NA	-7.31467615539777	-3.9079726696681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.35287643374739	NA	NA	-4.95929894254534	NA	NA	NA	NA	NA	-8.39597038265241	NA	-7.07548398746668	NA	-7.65578333825956	-7.74298945850261	NA	NA	NA	-2.17461832905427	NA	NA	-7.54892681984516	NA	NA	-5.21216007404225	NA	-7.89919282320252	NA	NA	-6.20823878254333	-8.09053593155878	-7.4432246347919	NA	NA	NA	-9.63174804920885	NA	-5.7903142653335	-7.55743944829142	-8.53563699657936	-8.26550174057103	NA	-8.18519162807178	-5.52497533556204	-8.47512652065198	NA	-3.16504436978065	-8.22638851239043	-6.3454448740603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.43826995542862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.29654907709402	NA	NA	NA	NA	-8.90687226236291	-6.94476515238142	NA	NA	NA	NA	-6.06419496859841	-8.71425773995929	NA	-3.18990088625028	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.76469858000565	NA	NA	-8.05164174956398	-8.1499039801298	-6.53875858822107	NA	NA	NA	NA	NA	NA	-6.39365637935809	NA	NA	-5.93357874939466	-6.26518834966269	-5.68025196225057	-2.7266900977873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.24018111305319	-8.7057273674887	NA	NA	NA	NA	-8.41740036281571	NA	NA	NA	-8.05299360033839	NA
SLC_SMT_NEG_141I	NA	NA	NA	NA	NA	NA	-10.7956287880645	-7.91706176606365	-6.80195429952596	-7.12464966567204	-2.26519145202098	NA	NA	NA	NA	-7.07536166280119	NA	NA	NA	NA	NA	NA	-10.6807576177196	NA	NA	NA	-4.73742298194922	-2.82447313930333	-10.3231282796052	NA	NA	-9.36889910006919	NA	NA	NA	NA	-7.73448283633413	-10.1013390394804	-8.29494735306002	NA	-2.48481023099695	NA	NA	-5.17866602279688	NA	NA	NA	NA	NA	NA	-10.5773104323983	-8.48298085226308	-8.40445633468342	NA	NA	NA	NA	NA	NA	-10.4289577530773	-9.72469135115389	-9.16624972668543	-10.0770790110673	NA	-10.2703905499748	-7.89363424393587	-8.862492943453	-7.82511316940149	NA	NA	-5.01670582717246	-9.5856678491999	-10.8135128265714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.98968837207811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.99396919774699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7986615725341	-7.24464127063363	NA	-10.904020705975	NA	NA	NA	NA	NA	NA	NA	-10.6417485649652	-8.32914536760264	-10.9945486631686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.8044414865965	NA	NA	NA	NA	NA	-11.1106055788488	-9.89133925849911	-9.86069585102828	-10.283218349444	-8.61361374929414	-3.69635149511943	-5.01956313119344	-2.63936215966926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.79250159414929	NA	NA	NA	NA	-10.3149995809409	NA	NA	NA	-6.64305397110809	NA
SLC_SMT_NEG_18I	NA	NA	-9.32588572207561	NA	NA	NA	NA	NA	NA	-7.5528864364686	-3.45577133180875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.33455347536336	NA	NA	NA	-5.33701077271688	NA	-9.53049124876587	-10.6826377848707	-9.10713291697644	NA	NA	NA	NA	NA	-7.6121020870668	NA	NA	NA	NA	-1.59238098260245	NA	NA	-5.87592706690542	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.70223851952656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.36761176394266	-5.21828696886545	NA	NA	-9.66047176148388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.08855073702614	NA	-8.69147672208056	NA	NA	NA	NA	NA	NA	-9.00777144264837	-8.53621953631297	NA	NA	NA	NA	NA	NA	-8.10534629750242	NA	NA	NA	NA	NA	NA	NA	NA	-9.35335107081749	NA	NA	NA	-8.9463281102615	NA	NA	NA	NA	NA	NA	-8.476467003231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.32081360949194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.58345736406158	NA	-4.06666128744059	NA	NA	NA	-8.62115612504555	NA	NA	NA	-9.75793323106034	NA	NA	NA	NA	-1.36735697154358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.3190206743452	NA	NA	NA	NA	NA	NA	-8.80366727471957	NA	NA	NA
SLC_SMT_NEG_88I	NA	NA	NA	NA	NA	-8.92175830181949	-9.55306063280553	-9.41955433382367	-9.85268362982358	-7.20791027851708	-3.92054400391569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.19877058978731	NA	NA	-4.54742656676349	NA	-10.3390282019617	NA	NA	NA	-8.9760788446759	NA	-7.72766651739278	-10.1742892186461	-7.92540969563479	-8.30244459117534	NA	NA	NA	-2.01049257525966	NA	NA	-8.1847626314558	NA	NA	-5.90056973848834	NA	-9.24158257564006	NA	-9.94839482940334	-6.00347869174894	-8.28256246739763	-8.16576006735337	NA	-11.6647769424407	-11.8192431197449	-10.6582477631394	NA	-5.57392026245656	-7.88061930505303	-9.82865829636831	-9.6223672102553	NA	-9.3762545454116	-5.74726223621788	-9.42764622390148	NA	-2.86951668322442	-9.81826298040638	-7.41706139521105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.6264054618719	-10.3968010782674	NA	-10.5469009716849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.66345616741294	NA	-10.4736428037611	-9.48459709261664	NA	NA	-7.65436938017087	NA	NA	NA	NA	-5.83624733054671	-9.91418390110034	-10.678686810428	-3.53093652825334	-11.0851938748118	NA	NA	NA	NA	NA	NA	-11.3410378067453	-11.4009876599659	-7.51845120764718	NA	NA	-8.10047451731316	-9.17473716320865	-6.86259094247433	NA	NA	NA	NA	-10.4016166964009	-10.7975564109074	-7.01565492298467	NA	NA	-6.53985837714763	-6.43664301500532	-7.20411027668844	-2.42404468616136	-9.82992771575587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.95284404398784	-9.56981250717588	NA	-10.1011129627105	NA	NA	-9.79424874027805	NA	NA	NA	-9.57228903501323	NA
SLC_SMT_NEG_193J	-11.3172725059282	-12.3059678591431	-10.7083051993126	-11.0735232850221	-10.7175664088444	NA	-9.83384625393633	-7.03279172090491	-11.8351285681959	-6.8452014570285	-6.78720666848416	NA	-12.28746073019	-11.5592816552148	NA	NA	NA	-11.2183456569028	-10.9022776728934	-12.9537451382315	-12.2465865809312	-11.5489245736737	-6.88350425898967	NA	NA	-7.932087684621	NA	-7.29768917625053	-10.3788993815969	-9.50464887040003	-10.2213765299521	-8.46340208746606	NA	-7.09555374902862	-11.5490247712666	-7.25418321398016	-8.92965595091527	NA	NA	-11.156888676109	-2.2421772003072	-11.7633900792386	-11.7736567539416	-7.17598350102503	-10.3359956832815	NA	-5.94064144601319	-12.3195782906617	-10.3205187419943	-11.5451222125079	-9.24076855953263	-5.28133150066768	-7.81516875913292	-9.15465706980476	-10.8012579556465	-12.8582831259644	-12.3146296600854	-11.4593827298227	NA	-6.12462776131096	-8.96571653630986	-12.0946484898534	-9.32154538857092	NA	-8.54572191947552	-6.16307700004007	-8.90487201680097	NA	-2.70361727965504	-9.51704201830399	-4.0814028041522	-10.7361550296537	NA	NA	NA	NA	NA	NA	NA	NA	-11.1316094571228	NA	-10.159410536875	-11.2326786407459	NA	NA	NA	NA	-10.8361674675607	-11.7510043675598	-10.7367255354508	-10.5977858053935	NA	NA	-11.3517278512492	-11.4834052563089	NA	NA	-11.9878377601635	-11.5990819575667	-11.9573311254499	-10.7683392952103	-10.9392926598474	-11.7810518954401	NA	-11.4110476474637	-11.7436465954067	-11.9834980086951	NA	-10.9494404607209	NA	-11.8089762803399	-6.48862684657843	-10.4105013789828	-12.0108381302964	-11.1292854915255	-10.7958974279006	-10.7612990481344	NA	NA	-10.6413461424818	-11.9496388556754	NA	-9.79120843489209	-12.2632577638531	NA	NA	-11.7404393323832	-12.0746046845487	-12.3613733290119	-11.058539511129	NA	-8.11805591342858	NA	-11.6050072184324	NA	NA	-9.12717093938878	-11.0593956253115	-10.8209644201023	-11.194403568019	NA	NA	-8.69481487878478	-10.3039373239157	NA	-4.49485627837652	NA	-12.0130478876358	-12.1578816102367	-11.3116516090482	-10.6069877256454	NA	NA	-10.7551018700803	-12.8336631591914	-9.83699300915099	NA	NA	-8.01545138567393	-6.69998934830097	-4.77989206555299	-10.7102087127786	NA	-11.5442231192151	-11.8567940203367	-10.0838657477062	-8.64519689705501	-7.39156728554122	-10.9270655263295	-10.1085365621988	-7.38381133867997	-5.00653730938829	-5.41755044730842	-2.62441453956017	-12.1780401218101	-10.8320163513053	-11.8703768250041	-11.693942151081	NA	-11.5735814454632	-11.8892803323645	-10.5851961332119	-11.8600223607029	-11.6931668360812	NA	NA	NA	-5.18422033863772	-9.23848426242709	NA	-11.3148852078748	NA	NA	-10.2378380384338	-10.6050072184324	NA	-12.0733071023528	-10.2120252723054	-11.6606493959881
SLC_SMT_NEG_159J	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.38814185223314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.44601748947792	NA	NA	NA	NA	NA	NA	NA	-3.91026370704677	NA	NA	NA	NA	-1.85576421921664	NA	NA	-3.83507698968615	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.90588284917403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.53693127441588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.97825187206156	NA	NA	NA	NA	NA	-3.96514110205145	NA	NA	NA	NA	-3.12322230348509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.11142399365421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_103J	NA	NA	NA	NA	NA	NA	-10.078590068671	-7.51063233318313	-9.71771264270936	-6.82490460696644	-5.5705416055207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.75933143278092	NA	NA	-7.20163174433929	NA	-6.10651283041737	-11.7402082149226	-9.10561655125348	NA	-8.85655769102018	NA	-5.89607933481861	-10.2209422143074	-9.63100509763472	-9.49994134188203	NA	NA	-9.39025168980145	-2.69896262485927	NA	-10.6960456395239	-6.34756654924638	NA	NA	-5.21254307095369	NA	-10.5206183892492	NA	-9.86767312638252	-4.93108073244873	-8.00850077094411	-8.18082826260172	-7.67628731594509	NA	NA	NA	NA	-7.28466239134023	-9.5840421666572	-10.6976574093718	-10.3583530302937	NA	-6.93614333571266	-7.2854498969194	-10.2211740097836	NA	-2.09570938338076	-10.2337465951549	-3.65963394471035	NA	NA	-11.0063019973353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7710979087373	-10.1744180234762	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.2094571526268	NA	NA	NA	NA	NA	-9.23614548029351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.58801620158766	-10.6607203609642	NA	NA	NA	NA	NA	NA	-9.99724250175968	NA	NA	NA	-10.297329630948	NA	NA	NA	NA	NA	NA	NA	-8.31290091933678	-10.7380506033002	NA	-10.0539173365468	NA	NA	NA	NA	NA	NA	NA	-9.52927422778173	-10.2739376669932	NA	-7.10309123803278	NA	NA	NA	NA	-10.3335829554599	NA	NA	-12.5294894964958	NA	-11.3921425519882	NA	NA	-8.07261746927536	NA	-5.40370037054757	NA	NA	NA	NA	-11.4561779908688	-10.6881738915828	-8.79876629412857	-9.17677637809464	-10.3282051254056	-7.29159811020884	-5.5848994826519	-5.38252658155712	-2.57820188207348	NA	NA	NA	-10.3008774941891	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.15897380740208	-8.93746383690806	NA	-9.36884354325005	NA	NA	-9.15907094970547	NA	NA	-5.43145741353527	-6.71339592782985	NA
SLC_SMT_NEG_155J	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.13223133847275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.561340792621145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.26343468543012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_137I	NA	NA	NA	-7.17815464708534	NA	NA	NA	NA	NA	NA	-2.65312861426477	-9.7828326809776	NA	-9.45798215771527	NA	NA	NA	-9.43493069980171	-8.98098937210556	NA	NA	-9.77405342564441	NA	-6.48015192396344	-8.38033090295922	NA	-8.20035990413547	-4.38682770024604	-9.05467006001779	NA	NA	NA	NA	NA	NA	-4.30618724050982	NA	-9.01872094479827	NA	NA	-1.50824015209902	NA	NA	-3.01324549744453	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.79450295827637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.82814535834973	-4.6081270237766	NA	NA	-10.0933877442363	NA	NA	NA	NA	-10.6481270001766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.05841409990207	NA	-9.23251183161222	NA	-6.82243878403366	NA	NA	NA	NA	NA	NA	NA	-9.58352387275419	-7.41475485385877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.27523159270402	NA	NA	NA	NA	NA	NA	-6.03697286550309	NA	NA	NA	-10.9757762990226	NA	NA	NA	-9.26227191521654	NA	NA	-3.60123234420795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.88296416334265	NA	NA	NA	-6.6223748823682	NA	NA	NA	-9.59855140137963	-10.4597706967776	NA	NA	NA	NA	NA	-8.85043736820368	NA	NA	NA	NA	-9.28693217556382	NA	-9.71704203062247	NA	-7.90868924623704	-9.33142883035526	-7.87910975808635	NA	-7.47506347337294	NA	NA	-10.7981375456937	NA	NA	NA	-10.090429127376	-8.25464476717159	NA	NA
SLC_SMT_NEG_101I	NA	NA	-9.15388461953835	NA	NA	NA	-8.86343578979583	-6.46708044573229	-8.69314365179066	-5.71247295830266	-4.74625199567301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.72470497376892	NA	NA	-6.36385426714257	NA	-6.18236766948479	-10.2006749689538	-8.85056216147489	NA	-8.41621630005826	NA	-7.71910403799106	NA	-7.68030492226405	-8.68499496870116	NA	NA	-9.17691154856436	-2.70926766592889	NA	NA	-6.83083232839023	NA	NA	-5.54552195808758	NA	NA	NA	-7.66444682181683	-4.91744327435837	-7.15947467642141	-6.93463354648151	NA	NA	NA	-10.3855616567029	NA	-6.46740797738495	-8.34236853224495	-9.12156467491136	-9.2635599791186	NA	-8.65086753591081	-7.80618098799375	-9.10024409062291	NA	-3.47582644293806	-8.87700536490313	-5.08747548929222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.86676223134362	-9.15969520118314	NA	-9.39363125201143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.44151806267694	NA	NA	-8.00619320366467	NA	NA	-8.16428977526039	NA	NA	NA	NA	-8.32752657712517	NA	NA	-6.41035312086822	NA	NA	NA	NA	-9.06627707156277	NA	NA	-10.3472829974931	NA	-9.89907406763954	NA	NA	-7.9368995601006	NA	-3.87549685000964	NA	NA	NA	NA	-9.782554980512	-9.31391521509217	-7.37492313625657	-9.4657437960124	NA	-6.53439869027698	-5.40473582057959	-6.74752759551208	-1.73726064118871	NA	-9.10092149175797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.87725920409458	NA	NA	-8.78418606609093	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_17I	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.00691893500105	-4.5400229557494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.83343926995368	NA	NA	-5.24106391001741	NA	NA	NA	NA	NA	NA	NA	-6.92868042133336	NA	-6.79545850967416	-7.14232592499593	NA	NA	NA	-1.71521047396701	NA	NA	-6.78979843862045	NA	NA	-5.79504360432473	NA	NA	NA	NA	-6.09423163679489	-7.26873666015389	-7.02707877118257	NA	NA	NA	NA	NA	-6.00331989347825	-7.07866222542375	NA	NA	NA	NA	-5.80573079718117	NA	NA	-3.21018481875495	NA	-6.08068351477841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.56837080024675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.16519958797493	NA	NA	NA	NA	NA	-6.33705838488886	NA	NA	NA	NA	-5.69895988590545	NA	NA	-3.86640468974932	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.02740362933321	NA	NA	-7.24493084245877	NA	-5.58226409826495	NA	NA	NA	NA	NA	NA	-6.50355212225091	NA	NA	-6.29147807308874	-6.4365509150004	-5.91388961137565	-2.65835586009537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.00547824080444	NA
SLC_SMT_NEG_158J	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
