feature	s__Bifidobacterium_pseudolongum	s__GGB80032_SGB42945	s__Atopobiaceae_bacterium_FL090493	s__Coriobacteriaceae_bacterium	s__Parvibacter_caecicola	s__Adlercreutzia_caecimuris	s__Adlercreutzia_mucosicola	s__Adlercreutzia_muris	s__Eggerthellaceae_bacterium	s__Enterorhabdus_sp_P55	s__Bacteria_unclassified_SGB63107	s__bacterium_D16_63	s__bacterium_D16_76	s__GGB14001_SGB21428	s__GGB30048_SGB42949	s__GGB28904_SGB41597	s__Bacteroides_SGB40318	s__Bacteroidales_bacterium	s__GGB27849_SGB40283	s__Barnesiella_sp_CU968	s__Duncaniella_dubosii	s__Duncaniella_muris	s__GGB27919_SGB40357	s__GGB3583_SGB21441	s__GGB46159_SGB63927	s__GGB70852_SGB95305	s__Muribaculaceae_bacterium	s__Muribaculaceae_bacterium_Isolate_013_NCI	s__Muribaculaceae_bacterium_Isolate_110_HZI	s__Muribaculum_gordoncarteri	s__Muribaculum_intestinale	s__Paramuribaculum_intestinale	s__GGB1503_SGB2082	s__GGB24146_SGB35950	s__GGB27872_SGB40306	s__GGB24149_SGB35953	s__GGB27861_SGB40295	s__GGB75879_SGB103683	s__GGB27866_SGB40300	s__GGB27885_SGB40319	s__GGB27485_SGB39778	s__GGB75725_SGB102612	s__GGB27929_SGB40368	s__GGB27860_SGB40294	s__Lactobacillus_intestinalis	s__Lactobacillus_johnsonii	s__Ligilactobacillus_murinus	s__Limosilactobacillus_reuteri	s__GGB28981_SGB41694	s__GGB28772_SGB41425	s__GGB28778_SGB41431	s__GGB30298_SGB43262	s__GGB79760_SGB63182	s__GGB28967_SGB41417	s__GGB28330_SGB40904	s__Clostridiaceae_bacterium	s__Clostridium_SGB40327	s__GGB24132_SGB35935	s__Clostridiales_bacterium	s__Dorea_sp_5_2	s__GGB25041_SGB36960	s__GGB27873_SGB41457	s__GGB27876_SGB40310	s__GGB28766_SGB41418	s__GGB28988_SGB41701	s__GGB30861_SGB44083	s__GGB42598_SGB59794	s__GGB42646_SGB59844	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_MD308	s__Lachnospiraceae_unclassified_SGB41402	s__GGB28849_SGB41516	s__GGB28879_SGB43526	s__GGB30461_SGB63209	s__GGB30466_SGB63211	s__GGB45650_SGB63364	s__GGB75074_SGB102167	s__Neglectibacter_sp_X4	s__Hungateiclostridiaceae_bacterium_KB18	s__Faecalibaculum_rodentium	s__Turicibacter_sp_TS3	s__GGB24148_SGB35952	s__Parasutterella_sp_NM82_D38	s__Turicimonas_muris	s__GGB28310_SGB40880	s__GGB28317_SGB40889	s__Akkermansia_muciniphila
X73_SLC_SMT_NEG_197I	395548	24397	915	2714364	0	54100	9112	14073	9856	16268	5255	1730	0	60382	46683	0	68419	47762	73203	5731	43906	7918	159869	69726	148736	383952	2126	11156	20137	108841	311464	45940	279014	10425	1677	22308	0	81958	0	0	0	0	1082	42316	0	5735	1683	3503	0	3280	0	0	0	0	0	0	5823	260558	45	0	0	443	9602	0	0	24787	3844	0	0	6189	119560	0	0	1291	0	0	232	0	0	8472176	36	16911	0	105223	721135	260	245027
X72_SLC_SMT_NEG_137J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X71_SLC_SMT_NEG_101J	60016	102225	46622	1156972	7879	67805	4706	91564	7247	15750	20819	0	3627	95210	24818	0	63713	96607	146867	6769	69981	19628	2379573	63767	16779	259023	27959	13574	15387	153032	94444	86911	146130	63638	5550	18716	9716	7384	14204	10589	1273	2357	13393	15252	657	3470	442	0	19627	69578	2456	83	2425	13459	605	646	6843	386434	2527	3011	0	0	37658	9342	1896	28114	24140	0	13486	10424	241200	0	323	0	0	3555	1001	2503	0	541165	0	84558	3123	19633	1082365	1044	164573
X70_SLC_SMT_NEG_17J	88648	3330	0	342269	63	134	0	12647	990	504	0	0	0	8075	6434	0	60304	25799	47369	0	14089	8149	327342	12714	37533	304534	19232	4553	8105	33706	51574	4466	72108	5201	0	7312	1768	24887	2754	1130	814	0	2760	13172	0	0	0	0	0	1336	0	0	0	0	0	0	1405	36196	0	0	0	0	2865	0	0	2239	14881	0	2548	608	0	0	0	0	0	0	0	0	0	597492	0	10249	1343	2761	27855	0	174973
X69_SLC_SMT_NEG_141I	0	0	1706182	1646278	316	45541	109173	96137	2901	17066	1942	0	0	354858	0	0	47522	4233	496	400	0	53580	0	0	34431	0	697	0	0	1005579	371079	0	0	34623	1400	13424	15727	0	6356	24051	0	0	0	10982	0	602	6733	985	0	0	0	0	0	0	0	0	1515	33662	1573	0	0	3559	3402	0	0	72160	0	0	0	82526	0	0	0	0	0	0	0	0	0	2196443	0	0	11706	123422	371545	9873	2525274
X68_SLC_SMT_NEG_18I	139363	16011	2327	1631717	0	0	0	29873	0	0	0	0	0	96632	2199	12962	0	0	0	0	0	0	0	0	28736	0	0	0	20877	0	0	0	0	0	0	0	0	0	0	0	0	0	13722	0	0	0	539	0	0	2309	0	0	0	3685	23823	0	0	0	46	4023	0	0	0	0	0	8957	0	0	0	12797	200534	177	0	0	140	2262	0	0	0	1867646	0	3905	15718	0	144012	0	494323
X67_SLC_SMT_NEG_88I	392815	17684	1985	1413580	2978	5807	1378	71430	8999	13547	4052	699	354	29165	32512	0	169177	60152	188669	80	36847	23974	1305985	26114	157054	734643	44711	9272	34199	107342	55086	14194	142203	25284	0	27209	2228	49730	7074	8591	3366	752	3675	44825	1681	135	70	0	4693	4026	0	0	0	0	0	0	12652	138690	0	0	0	0	10677	0	0	14378	39283	0	14673	2489	10464	0	0	0	0	0	26	0	0	2242582	0	19702	7209	4469	47622	0	586596
X66_SLC_SMT_NEG_193J	170991	416740	259481	5772186	12815	317115	3553	398274	46568	125830	66191	10565	16588	299711	164750	2352	601437	244124	578148	31659	291112	83729	6847655	133077	100598	1769993	290623	26766	286692	1400030	979433	1153880	658106	179958	58145	88620	930	47332	67710	88110	15690	21355	52970	98845	26695	103198	14331	3389	0	74954	20357	17605	14693	65248	230874	16506	35397	1121165	28471	639	10918	315	109425	14050	14074	133347	8303	11515	394694	79428	673794	2025	4007	3977	7875	23870	24782	20531	14688	8828138	1939	58008	76939	34000	2447891	20124	373040
X65_SLC_SMT_NEG_159J	0	0	5461	0	0	0	0	0	0	0	0	0	0	8607	0	0	0	0	0	0	0	0	0	0	20216	0	0	0	8632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	827	2689	0	0	0	0	0	0	0	0	0	0	217	0	55795	0	219	177	0	13793	0	14414
X64_SLC_SMT_NEG_103J	95915	128895	203766	2087086	17997	76715	10452	141784	11610	29756	12270	0	0	182086	51607	15364	90202	28755	94943	21688	239862	16758	3516562	39156	14951	105859	63135	2278	13842	312892	343261	101804	389730	53581	18565	17490	3376	1038	5197	5031	0	187	7369	16329	156	5499	18725	4570	5667	11738	0	0	0	7228	0	6784	2479	487174	983	0	48012	4563	121601	8012	18689	37344	111	0	11261	0	225518	0	0	0	0	0	2014	0	0	2208440	268561	45860	28402	144399	1146498	0	298354
X63_SLC_SMT_NEG_155J	413	0	0	3821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29042	0	0	0	0	0	0	0
X61_SLC_SMT_NEG_137I	0	0	385629	0	0	0	0	0	0	0	0	0	0	1083498	0	63385	0	0	0	0	0	0	0	0	685126	0	0	0	439677	0	0	0	0	0	0	0	0	0	0	0	0	0	75535	0	0	0	4369	273	0	0	0	0	0	0	0	0	0	0	5572	72306	0	0	0	0	0	109747	0	0	0	44844	0	8975	0	0	2703	0	0	12954	54518	2903972	17157	71221	47408	0	330784	0	1299402
X60_SLC_SMT_NEG_101I	54142	71091	60172	1076151	5862	48132	3756	96243	7033	9492	18310	0	1540	38458	16513	0	15367	14417	40535	0	14151	3599	431757	16331	5946	39819	8870	0	19155	107880	35024	35236	87477	29006	76	20013	464	1304	1621	1107	782	1000	193	10761	355	3692	761	320	10701	25056	0	0	0	5169	0	298	1574	155124	770	0	0	0	7072	5921	267	18403	5707	0	7521	3109	135851	0	0	0	0	883	960	594	0	689941	0	33115	0	0	129138	0	163685
X59_SLC_SMT_NEG_17I	29781	933	0	135098	0	0	0	3808	0	0	0	0	0	1820	2172	0	14371	2403	9027	0	1549	702	126361	1130	15019	72425	1304	0	2133	7204	11323	0	12585	1037	0	367	0	6120	0	0	0	0	0	2195	0	0	0	0	0	0	0	0	0	0	0	0	0	12378	0	0	0	0	0	0	0	162	2121	0	0	0	4306	0	0	0	0	0	0	0	0	341816	0	1024	0	516	8551	0	47179
X58_SLC_SMT_NEG_192J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X57_SLC_SMT_NEG_158J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17182	0	0	0	0	0	0	0
X56_SLC_SMT_NEG_110J	110530	106635	120224	1803912	9594	69640	5761	132313	12619	18395	22984	0	0	109286	29349	0	235275	50319	213117	9646	104646	18606	3047447	73900	33731	281296	34209	14356	23086	297728	181509	79565	158258	58446	5057	11567	4269	8925	6011	11192	597	722	4836	31186	2490	12587	1887	0	3455	10225	0	0	0	7306	0	561	3383	462932	0	0	825	0	90262	5721	1446	30497	0	0	4479	1008	95517	0	0	0	0	0	254	0	0	2124000	16589	44103	19966	61073	449568	0	353393
X55_SLC_SMT_NEG_153J	380650	23023	3083	2097103	2135	5074	360	57340	7003	10404	2671	1657	642	39340	41699	0	255170	85193	291290	7579	53427	28667	2800604	53792	115311	1374345	61018	29689	30977	190769	227139	22356	510222	29391	1374	28089	7650	71067	19068	11898	9861	2036	7612	61708	586	824	297	656	0	6852	0	0	0	0	0	0	11521	297201	1859	0	1030	0	36134	0	0	24239	59535	0	9114	2741	3647	0	0	0	0	0	0	0	0	2361602	0	24266	16718	23730	136283	0	944082
X54_SLC_SMT_NEG_193I	105175	226801	183703	3494942	9197	232258	3273	319860	35007	88722	46487	8212	18064	208126	121748	10070	601231	248587	180880	5600	171762	46933	5451566	121508	118248	936034	279194	2904	326606	1295339	907839	807848	718515	78064	20782	83308	973	66036	32649	90161	29139	31185	23963	59022	10325	54187	15592	3864	0	110050	25521	17257	11722	102825	344364	23830	30893	848676	11328	1243	4145	1926	68105	24328	20616	90377	12507	30507	499834	72757	1202882	5574	3858	4751	8969	17651	25321	22162	9051	7063459	9024	40536	29498	12297	1415733	20557	254032
X53_SLC_SMT_NEG_159I	0	0	20227	0	0	0	0	0	0	0	0	0	0	79	0	140	0	0	0	0	0	0	0	0	2945	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	106453	72	0	419	0	2976	0	28784
X52_SLC_SMT_NEG_103I	389541	433790	320908	3805432	39212	331104	15431	305875	40573	45744	73565	0	1394	50218	110752	369	1422	0	0	0	0	0	506430	0	1765	0	4137	0	793	387544	18913	54310	89793	43531	0	2219	0	2593	0	5561	1603	467	0	96	6486	36534	8727	3111	6223	12128	0	0	785	12769	0	1652	0	179862	3573	0	11820	0	26073	10616	2494	34431	327	0	2472	0	365061	0	101	756	0	0	4918	222	0	4161227	112	2582	22018	1471	7321211	0	462713
X51_SLC_SMT_NEG_155I	0	0	0	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33539	0	0	0	0	0	0	0	0	557761	939	0	0	0	0	0	0
X50_SLC_SMT_NEG_191J	281918	51180	143310	1969909	1783	46545	157	63779	7809	13905	17778	10053	0	34867	32541	0	18575	3004	36749	1105	61833	8505	361140	11063	3743	264225	15022	1996	28037	119697	123868	63277	101158	4548	2259	3317	0	0	0	0	270	99	508	2628	11617	29538	9756	10296	0	2179	106	0	0	0	256	0	536	96098	1171	0	21049	0	10136	0	6086	20096	6864	0	15125	1654	39473	0	0	0	0	325	0	1490	0	3480501	3745	1299	17978	3569	340042	0	1139
X49_SLC_SMT_NEG_156J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X48_SLC_SMT_NEG_144J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X47_SLC_SMT_NEG_160J	17957	800	0	49204	0	2701	574	0	436	125	0	0	0	2541	5793	0	33628	16290	21569	0	5297	5639	65147	21886	36674	140237	1293	1159	780	7694	20190	5897	33736	2530	0	8006	882	48655	0	966	0	0	2489	12388	0	0	0	0	0	274	0	0	0	0	0	0	0	20654	0	0	0	36	356	0	0	0	0	0	0	0	11375	0	0	0	0	0	0	0	0	50880	0	943	0	2293	32796	0	196647
X46_SLC_SMT_NEG_192I	40151	8540	8746	137198	0	11585	0	12929	1542	1564	2379	1121	0	22430	4637	0	81607	5181	16409	0	9069	0	206812	4548	4206	61348	10713	0	21325	120316	60812	46654	68340	6727	582	8002	0	16159	962	1616	257	0	5009	2338	1770	4843	695	0	0	0	0	0	0	181	0	0	384	55578	0	0	0	0	7046	0	0	4691	11179	0	640	0	0	0	0	0	0	0	0	0	0	489715	0	4407	6448	2951	33641	0	11706
X45_SLC_SMT_NEG_158I	0	0	575007	0	0	0	0	0	0	0	0	0	0	391995	0	99366	0	0	0	0	0	0	0	0	142035	0	0	0	6581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5314	1609	0	0	0	0	0	0	0	0	0	0	2764	77645	0	0	0	0	0	174340	0	0	0	33965	0	4080	0	0	4850	0	0	453	35937	11944020	7081	28188	73101	0	1487375	0	3110063
X44_SLC_SMT_NEG_110I	1242280	481146	411888	3373824	44300	545880	21481	405994	70256	88892	115411	0	6709	50450	167671	195	60693	5452	5304	0	3382	0	1677216	13272	43985	13640	13541	0	37516	175238	33610	137165	602124	115415	0	8632	0	15186	0	46566	8303	6164	18249	4656	39274	176657	22187	28250	11957	27803	1063	975	184	18388	0	11012	625	1636012	3418	0	8171	1451	80065	13747	7297	80016	4868	0	6949	9900	370750	0	3834	37289	2303	889	31612	2943	549	6593452	7013	13150	83909	11208	9936570	8363	2212480
X43_SLC_SMT_NEG_153I	321376	12125	2232	2455892	1529	2947	0	38319	6875	7504	1990	132	0	1926	20436	0	20636	0	5465	0	0	0	607212	0	20229	46486	168	0	223	20732	74834	1049	53084	8873	0	2158	0	2369	0	0	509	0	0	836	1670	3198	188	625	0	195	0	0	0	0	0	0	0	33576	0	0	211	0	0	0	0	11754	1098	0	1372	1115	26279	0	0	0	0	0	0	0	0	6530123	0	0	19012	33940	38756	0	166116
X42_SLC_SMT_NEG_109J	773857	143701	433815	4828872	7328	271289	7959	295977	32499	58216	79034	31266	3546	61207	116321	0	13848	21178	16642	0	148102	25381	1111723	13020	13316	383138	28427	0	72173	502368	126583	268424	102306	9312	2258	998	0	2588	1603	0	7440	1666	0	6510	128715	278733	27434	33837	0	20744	3229	8447	0	43293	2785	0	0	419591	11080	0	83027	145	11473	13486	47463	105626	158643	2406	92405	43811	3818	4653	5103	0	1135	627	6945	7547	2591	14062186	1101	764	5974	0	1655965	5413	43232
X41_SLC_SMT_NEG_75J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X40_SLC_SMT_NEG_90J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X39_SLC_SMT_NEG_152J	417	0	0	76801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21250	0	1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2205545	0	0	0	0	0	0	0
X38_SLC_SMT_NEG_191I	805616	185466	342946	4588050	8538	239323	5293	291642	35426	61929	72523	36523	4388	122588	101668	0	78911	34275	139709	2188	78724	4461	1838046	36568	19736	700532	63951	2361	78403	479686	199310	229121	286363	22800	4794	21105	0	12602	5936	8401	2980	2260	1533	9587	32831	60799	18265	9194	0	22440	4214	3128	382	2474	9787	1493	773	553014	12306	0	30361	0	41976	250	12499	89674	22490	1009	59827	15440	126905	254	321	452	1313	4361	4785	16828	5292	8070763	104	8787	25067	437	1147522	9455	21345
X37_SLC_SMT_NEG_156I	0	0	519414	0	0	0	0	0	0	0	0	0	0	208613	0	228196	0	0	0	0	0	0	0	0	363807	0	0	0	40961	0	0	0	0	0	0	0	0	0	0	0	0	0	16344	0	0	143672	57137	22487	0	0	0	0	0	17236	0	0	0	0	907	5162	0	0	0	9102	1599	52519	3194	0	0	3282	0	9271	0	0	9898	0	0	2242	25300	12289963	44495	5448	239107	0	68870	0	749072
X36_SLC_SMT_NEG_144I	119410	6542	4321	228876	315	4569	0	15717	806	605	1687	0	0	1480	6685	0	3551	0	0	0	3998	0	46334	0	6913	8515	0	0	1816	21181	11915	3315	26654	0	0	0	0	3896	0	0	0	0	0	0	1046	2337	0	0	0	574	0	0	0	0	0	0	0	3084	0	0	0	0	0	0	0	2332	10506	377	0	0	0	0	0	0	0	0	0	0	0	277482	0	0	0	0	79758	0	6138
X35_SLC_SMT_NEG_160I	994404	40200	1401	1767124	0	124339	39561	54419	32007	50797	2721	230	0	48320	126208	0	241031	85196	242761	1995	56465	49890	1138639	130982	298236	1040539	30932	8601	13024	179820	191115	73508	470135	45100	6551	48964	3257	497201	5936	19690	0	0	27890	69024	0	3677	2324	0	0	8374	2186	0	0	1075	0	0	8327	424731	487	232	0	2200	32615	0	0	9597	0	0	1440	3224	82606	0	0	1905	0	0	0	0	0	2093197	0	21545	0	15343	543048	4568	2255777
X34_SLC_SMT_NEG_143J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X33_SLC_SMT_NEG_16J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
