ProteinID,322_WT_M_imputed_intensity,364_Mut_M_imputed_intensity,393_WT_F_imputed_intensity,323_WT_F_imputed_intensity,343_HET_M_imputed_intensity,344_WT_M_imputed_intensity,345_Mut_M_imputed_intensity,346_Mut_M_imputed_intensity,347_WT_M_imputed_intensity,348_HET_M_imputed_intensity,350_Mut_F_imputed_intensity,351_Mut_M_imputed_intensity,352_HET_M_imputed_intensity,353_HET_F_imputed_intensity,356_WT_M_imputed_intensity,358_HET_F_imputed_intensity,359_HET_F_imputed_intensity,360_1_Mut_M_imputed_intensity,362_1_WT_M_imputed_intensity,365_Mut_F_imputed_intensity,366_HET_F_imputed_intensity,389_Mut_F_imputed_intensity,390_Mut_F_imputed_intensity,392_Mut_F_imputed_intensity,394_1_WT_M_imputed_intensity,395_HET_M_imputed_intensity,398_1_HET_M_imputed_intensity,401_1_WT_F_imputed_intensity,499_1_WT_F_imputed_intensity,500_1_HET_F_imputed_intensity
O55071,24.51647107,24.059574,21.99640492,23.25963013,24.06652942,24.00363938,23.62537387,22.79180557,24.13631539,19.91812652,23.0580208,23.83800007,23.66619347,23.49527849,24.13986492,22.9786594,24.40321519,23.30115904,22.33806301,23.66475981,23.79435858,24.35669006,23.67250597,23.55985203,21.94860124,23.83014624,23.20387251,23.94649868,24.25172791,23.43195875
O55091,12.6770241,12.58834031,16.82006709,14.32634336,17.1185859,11.94993937,11.67626737,12.52574673,12.66329283,14.24183347,12.42600474,11.69939515,12.97121182,14.39345613,13.13838549,12.56383435,12.92192273,13.18533298,14.24420521,12.85201971,13.24245975,11.73337148,12.33068263,12.20530423,11.99715273,11.92155799,13.2169727,13.23825894,13.51753638,13.44531762
O55098,21.09443655,21.10774846,17.9838133,20.71468096,16.21220062,20.55611578,23.08126768,23.02576694,21.02949979,21.03909724,20.6913612,23.13996476,20.70747044,22.5077411,20.98170238,22.56225368,20.37039297,20.37779518,20.42379845,20.88640602,20.60272046,21.12844826,21.13902555,21.14986028,20.20593111,20.79816303,19.97754473,20.21484571,20.13511475,20.29386734
O55100,13.1417624,10.07167071,18.30351669,15.11757409,16.82560785,12.1385569,12.66123957,14.12657068,11.42266186,13.08765057,10.03309197,15.00494481,13.37752033,13.84558299,12.06632968,13.4664146,13.35285843,10.58765809,11.15681119,10.35166532,14.43631832,9.844872786,10.36004256,12.3138229,11.05104018,8.781214709,10.0941778,10.60862958,10.62206108,10.67808562
O55101,20.62790817,20.46503453,18.38662164,19.47642816,16.72341263,20.04338357,21.25171334,20.11450409,21.1749906,18.55615894,21.26052329,20.87003877,20.39172093,21.44567213,21.65035869,21.42936851,21.79956145,20.72823051,20.88192552,20.1827723,21.45277692,19.69582511,20.8409025,20.40999966,20.24113578,20.48869702,20.57851945,20.47964776,20.60098897,20.44880117
O55102,17.29145403,17.830037,17.44496702,16.11508169,18.65655699,17.66676213,16.20589816,12.95100174,17.92941813,14.03341051,18.07129771,14.49536576,17.70633244,16.54797863,17.37376492,17.19242837,13.84464892,17.67905336,17.65530845,17.64781778,12.95934496,17.75354928,17.66772811,17.41801754,17.61586686,18.4839431,17.78462066,18.24494714,18.82666996,18.54112358
O55106,19.89594596,20.12791304,17.62901078,15.75706235,20.42464288,19.97401071,18.98476911,18.73553541,19.73208084,19.88078928,19.69505143,18.93447278,19.89161354,19.06214524,19.67950898,18.99201165,19.0831371,19.94150713,19.90962351,20.17481405,19.08506081,20.14113639,19.74467934,19.89462128,20.10497005,19.89387516,19.81285726,19.99076035,20.13862466,20.04212784
O55111,21.87792143,22.04878516,22.2066989,23.14971874,21.69137904,21.91308984,21.10666745,21.41987384,22.05429294,23.65879725,22.16630747,21.39861249,22.06951656,21.09756218,21.80445317,21.36095392,21.72859393,22.30973865,22.12378635,22.23162857,21.41985021,22.12468115,22.21510307,22.05523255,22.56012377,21.97062365,22.27638779,22.45559311,22.51185832,22.56085923
O55125,22.37277724,22.49314573,17.82261505,21.3869514,16.96580085,21.9873181,21.51657718,21.29893642,22.36040442,21.36337255,22.42783347,21.79927921,22.06318848,22.32501372,22.91335299,21.87711393,23.39431382,22.19611313,22.03333821,22.14124459,22.885085,22.16649742,22.28600315,22.10946494,21.44720404,22.45406718,21.68207312,22.13410373,22.48938388,21.9517243
O55126,21.6973165,21.70169819,16.74116802,21.06268234,21.45709621,21.21299575,21.5091264,21.00662109,22.11421556,20.56405045,22.04822183,21.32881844,21.39636432,22.19895697,22.35301863,21.38956015,23.04005311,21.44169438,21.50021844,21.51403446,22.35833523,21.40846537,21.63760092,21.54116192,20.94724714,21.85810454,21.24242098,21.30997971,21.76020641,21.25294568
O55128,20.54425551,21.19056265,22.29820087,22.28992344,21.10840068,20.33406973,22.73060725,23.39761626,20.36208782,23.06879725,20.84744055,22.73058622,20.81152316,22.83180412,21.15284604,22.97107221,21.99025919,21.07850051,21.63770866,21.16309124,22.11153171,20.97020844,20.35649702,20.57136894,21.11925661,20.86085424,21.6230089,21.71322336,22.04477709,21.92731917
O55131,21.24733515,21.12472268,20.46238835,20.61266128,20.67337781,21.24404233,20.51902455,20.22274386,21.36784548,20.84680921,21.23942091,20.2956856,21.38549595,20.5116498,20.33049597,20.76234789,20.39536992,21.25438182,21.1300462,21.43927029,20.39975681,21.53882755,21.30079846,21.47333577,21.6341203,21.30515763,21.36759182,21.51186259,21.2998176,21.44597063
O55135,22.37312193,22.53857888,17.64830068,21.41337738,18.12330437,22.65099576,22.67280697,22.81950369,22.02059342,21.45959252,21.94345661,21.77070859,22.363173,23.10121151,21.32583762,22.78620292,22.57774937,22.16555576,21.83830345,22.73808546,22.78834982,22.89579877,22.2379187,22.62793636,22.71775901,22.19752846,22.22916231,22.34008279,21.97671716,22.16952666
O55137,11.34142011,17.5353217,17.30791932,16.03700425,17.91277503,20.0209871,12.51112273,12.76729866,11.66493791,15.3937113,12.19938122,12.28045722,19.1433423,13.73955374,12.71603596,13.39217637,12.76249207,12.24868123,11.48075722,19.81851996,13.36595752,19.37411358,17.96966824,18.18709693,18.84185525,12.21918162,18.86557474,18.66753223,11.18182786,19.08732794
O55142,23.50142922,23.52675534,24.08462291,23.69959401,23.26795027,23.15556342,22.93751169,22.87950164,23.33126476,23.68317627,23.29987704,22.97777012,23.32576519,23.64717106,22.79439289,22.94768113,23.52985571,23.19247505,23.20286357,23.37540297,23.22499555,23.1714852,23.04513211,23.11447435,23.64053309,23.32353932,23.48479013,23.12598918,23.2631781,23.02617206
O55143,23.83265972,23.81090027,23.05958098,22.62118673,23.31174716,23.32622514,23.40120496,22.94271318,23.8114869,21.84566029,23.93609682,23.58963179,23.60163551,23.62071166,24.00902415,23.44733896,24.09596296,23.51779291,23.51632529,23.56682034,23.64697855,23.28932316,23.56257452,23.55007258,23.11824148,23.79571241,23.39264835,23.64070042,24.02309,23.60216815
O55176,11.24019836,10.87247616,17.45097099,16.6921511,16.90310029,10.88823764,14.11503047,15.1523104,10.88432205,14.37195228,10.59781542,13.47903674,11.42245524,13.54568465,10.44634193,12.80752301,12.9157049,11.25535612,11.07155679,11.5631823,12.90693502,11.22003737,10.98212718,10.90266586,11.35819069,10.72811392,11.11992736,11.69027446,11.36655787,10.69958278
O55201,19.77751289,19.86999336,20.1255372,20.41928304,17.86393405,19.51383506,21.59098963,21.59275814,19.78527636,20.54101106,19.71134368,21.34633383,19.66585176,21.24488428,20.53741327,21.38499217,20.03417791,20.1352355,20.18006986,19.76286886,20.60930412,19.7104818,19.65198947,19.78999479,19.94908896,19.86829778,19.94212035,19.86574121,19.78990416,19.78693008
O55222,20.74379103,20.84959237,21.36181432,22.67279584,17.87705489,20.3719826,20.45046148,20.83615135,20.87711487,22.17601404,20.61033484,21.53975614,20.57028086,20.09243299,21.03681311,20.20364956,20.26316202,21.48000551,21.38949247,20.79594693,20.08261548,20.5775715,20.4851603,20.54518796,20.34244668,20.76117987,20.92531234,21.74472729,21.59917741,21.39007369
O55229,18.79733978,19.08608511,15.70384958,17.98679111,16.64516505,19.49546092,16.96046086,13.26613514,18.69904511,17.65756533,18.59804483,17.08281278,19.04044237,13.12170984,18.50591174,17.05362826,17.53268077,18.99743954,19.00764293,19.32731723,17.44786118,19.63555731,18.98420978,19.22711378,18.72795468,18.93369074,18.7216613,19.49435008,18.94214177,19.51683113
O55230,9.974654134,12.30802822,17.61845665,15.91323892,17.99869898,12.38508611,12.79079964,10.90734599,13.3923098,14.32974913,12.27861747,13.04267657,12.50448027,14.75892191,11.26906039,13.74715018,14.04149554,10.30119117,11.13730313,11.91881333,13.28161793,13.11068138,11.65119582,12.68838472,10.28175452,14.32197414,10.99748856,10.69599651,12.97562265,12.44667284
O55234,18.35609218,18.57792337,16.75205521,16.42196394,17.47206306,19.90453831,17.69726827,16.4632194,19.10936111,17.3037771,17.52714878,15.62714099,19.54179921,17.27104867,17.07337537,17.53151423,17.66015491,18.98684055,17.94763511,19.71177312,18.73344948,18.44700799,18.53907564,18.55432664,18.54143996,18.98960764,18.67429357,18.49277829,17.48107379,19.47637924
O55236,17.49662054,17.33473567,17.52462752,18.15069135,17.30338734,17.44169707,17.90497063,19.23056363,17.37216419,18.12283245,17.04914258,18.09517916,17.64516373,17.51499517,17.24267403,17.27292634,16.92664574,17.75646617,17.77938009,17.35053431,17.14825795,17.58038343,17.22266545,17.56352445,17.85285991,17.24982612,17.51455302,17.48376238,17.34860043,17.41627623
O55242,20.41551585,20.98654149,17.96940418,16.09374667,16.83778611,19.79137106,19.2226985,19.47953628,20.92533646,13.74260658,21.24035145,15.70718344,20.45118335,20.29490189,21.90553371,20.87793217,22.70831229,20.81289441,21.37889576,20.37659757,21.47023407,20.38130664,20.57497062,20.64848063,20.23687753,20.85443309,20.83391531,21.05208819,21.36926065,21.15949261
O70126,15.66301624,15.0709994,18.2112389,15.94886039,17.35050955,12.2742959,15.86030848,15.00254746,12.29937188,15.15775516,16.14568194,15.39726293,15.15331116,16.4113027,16.60795248,16.27346857,15.65476462,16.66830622,16.75837027,11.00149766,15.63628433,15.83284227,12.49474535,11.18497798,16.26883685,11.43175281,17.150986,15.4766226,15.89429808,15.77708817
O70133,21.95872039,22.23450554,21.87312279,21.99299593,21.89296439,22.05780748,21.76392167,21.97110746,21.75380149,22.31343197,21.98509685,21.71540772,22.06136469,21.55905261,20.89997655,22.14055227,21.91776917,22.10609163,22.18906379,22.25238096,21.81416865,22.25284878,21.85658575,21.99440538,22.52652275,21.97246343,22.49704516,22.31874135,22.61922702,22.32105896
O70139,11.36366761,10.55801591,16.3523507,15.91247449,16.69395171,13.03099237,11.75032444,13.9115421,11.29919858,14.30155144,11.74908028,14.27358497,11.37543505,13.81079705,13.29583666,13.15770386,11.07445739,11.49169032,7.162468701,7.330023675,13.2897078,12.6467751,13.78096123,11.20204107,8.979566548,13.57872369,8.436371446,8.279487186,8.666877092,7.230998394
O70145,18.15125233,17.73846084,17.65876601,17.17771043,17.45869102,17.33713247,16.29506586,16.30151202,18.31662038,14.39423068,18.75745292,17.80746331,17.97058175,18.32090972,17.76753344,18.3949648,18.84339656,17.57909439,17.03496009,17.12105109,19.32872751,16.37508264,17.48618063,17.63736991,16.69894341,17.96061468,17.26532898,17.85262711,18.13845476,17.92498603
O70152,21.36978013,21.51654601,16.57829524,20.41206572,20.75155765,21.21438551,21.15902988,20.94152155,21.70525187,19.92737849,21.70477827,21.52244906,21.39622119,21.13677474,21.92100807,21.02517776,21.54732299,21.44275,21.63753476,21.34912681,21.06910715,21.14625148,21.42525452,21.43997502,20.92442205,21.46519893,21.35240686,21.31283153,21.59662757,21.34903613
O70161,11.85769137,12.41636364,17.59301739,16.60538012,17.38028684,11.83850664,12.08517397,14.15852208,12.49557653,13.63986684,12.37326735,11.44126161,11.7749008,12.91664813,12.41240222,11.33361145,11.68699,11.93584306,12.2834931,11.71647136,11.64130905,12.01481439,12.75919395,12.14626048,11.21258209,12.41476895,11.48283292,12.16473473,11.80441734,12.08261471
O70172,18.03167946,18.30129879,17.85768356,18.95246354,17.29916306,18.06570063,20.92377603,20.48564562,18.42099052,20.1158787,18.75122135,20.59349358,18.22631424,21.07947067,19.20714814,20.86482143,19.6714835,18.23439963,18.54874828,18.22391566,20.51687311,17.70358754,18.41621826,18.58536371,17.68528677,18.49540561,18.02431724,18.6707238,18.7703739,18.62652679
O70194,21.85810284,21.89064239,17.49366307,21.01787306,21.15699756,21.7798504,20.81204647,21.20166632,21.97443748,21.6727657,21.44724649,20.85894371,21.68392644,20.47667245,21.37986093,20.63494158,20.71557791,21.92748861,21.84813692,21.90681296,20.24303233,22.03854942,21.84766737,21.65396449,22.24022115,21.90724378,21.91685101,21.59749555,21.50943341,21.32333469
O70200,16.0279925,16.17435855,17.99474131,16.11230719,18.27881302,11.61171184,17.61307021,17.63283715,14.89431032,18.210909,13.70842374,18.40699736,15.42874394,17.29634639,18.2747007,16.71675628,16.23422782,15.2276064,15.70252706,15.26631528,17.05619983,14.39757802,15.12499428,9.925768501,14.97996206,15.78558831,14.82821958,16.45914048,16.26702678,15.79643957
O70201,13.16258291,11.07212055,17.62058849,14.84978084,17.02969052,14.20327617,12.74150137,13.2676717,10.57355294,15.23914994,13.00577797,14.77920089,12.19441434,12.0856088,13.45441132,13.00804814,12.03722434,13.7116918,13.95484286,12.13153107,12.29949173,9.80601483,13.28745622,10.86208363,13.01360557,11.84720392,14.25363142,10.70456878,12.84696573,11.6876957
O70209,13.71913993,14.04461373,16.2689708,14.77099962,17.38059578,14.76314901,11.93900844,14.64108007,14.60857961,14.28659098,14.53565539,13.75069406,14.3174087,12.42431746,14.54562265,12.99731791,14.0798882,14.98167435,15.07239784,14.69219434,12.78470756,14.36423634,14.39327796,14.51057963,13.65452316,14.65657848,14.14649123,16.47535687,17.22859242,16.86232122
O70228,20.23434521,20.22634356,16.88085079,20.06092928,18.09870278,19.98627471,20.27296535,20.13964691,20.22467729,20.01622523,20.63870358,20.62679292,20.18568105,20.81948437,20.82635194,20.15276525,21.18813129,20.21088251,20.16041045,19.98781673,20.87582216,19.86393665,20.10536314,20.19639716,19.76326012,20.24082162,19.93358839,20.00649153,19.99775462,19.91293767
O70230,17.67910379,17.90420106,18.73963885,16.07004907,18.42823007,17.51774833,20.49319101,20.7162107,18.11411748,19.06169976,18.47720643,19.89109017,18.10928846,20.50379885,18.85140524,20.42298211,19.29240248,18.57370795,18.76523931,17.77632828,19.82899197,17.67226828,18.22136606,18.06748852,18.05773584,16.85283592,18.48673491,17.73544931,17.65116043,17.85114573
O70250,15.80629345,16.03415092,18.14964152,15.52533499,17.40084205,16.97020368,12.81945591,12.91637923,10.97947579,15.22097266,15.88455211,12.39155075,16.47494229,14.72013377,11.08717688,13.17657985,13.73144775,14.88549431,9.766455696,16.29083064,12.84691685,17.17409542,15.80567585,11.81116228,12.59785651,15.57358683,13.04742512,16.37964306,12.46453377,16.56009354
O70251,22.21683067,22.51476899,17.67146674,21.43144362,17.52302337,22.71866044,21.63173787,22.29166924,22.02393444,22.64489757,21.7236042,20.85364982,22.34838204,21.24531863,20.5866674,21.40686406,20.71088174,22.51084232,22.14328498,22.63133189,21.88246119,22.57257461,22.02521905,22.20942721,23.11361472,22.11057969,22.44489802,22.46653586,22.05838275,22.23638363
O70252,20.61168452,21.05349791,17.53543853,15.67359671,19.36943903,20.55599168,19.33656388,18.13843974,20.87337685,18.4433958,20.64699905,19.06667733,20.61978313,19.07508548,20.84439327,18.87341981,19.83951036,20.92756865,20.88514321,21.05872554,19.36235218,20.67855656,20.85484788,20.59052526,20.51997672,20.97016748,20.75463239,21.30459072,21.60395111,21.08395813
O70255,15.65065147,15.7031423,17.96349175,16.18435321,18.26831275,15.20795176,12.39644455,13.50630304,15.83603177,14.19073114,16.58281181,15.03096016,15.39629388,16.22379239,16.89289097,15.77487719,17.26388023,16.19185169,16.20352243,15.86929509,17.03904756,15.66592834,15.67633329,15.62627142,15.56284782,16.38917227,15.66586842,15.63370339,15.7891423,15.64047322
O70263,16.66104197,16.48825529,17.88417655,16.19355201,17.70654277,16.75762869,16.47343478,16.66588432,16.86417756,17.12715698,16.92902597,16.6573243,16.9138848,16.39619032,16.68722456,16.79674432,16.56425757,16.94247473,16.69791935,16.70042696,16.13666282,16.770812,16.9830465,16.81922673,16.57657306,16.97844719,16.68272068,16.50505405,16.54613291,16.56300794
O70273,12.95192569,14.4970711,19.046285,15.4158918,17.71518696,13.43221482,16.50587854,17.39646847,12.19640217,16.89464043,10.88722967,15.30143734,13.43003389,16.27484449,15.90626287,16.9105513,15.231197,15.39145671,15.91139543,11.72912589,15.40494871,11.84705608,13.03228547,12.40017444,15.20070937,12.51207014,16.25337358,14.49612529,15.17498431,15.11568832
O70274,21.87168278,21.84192569,16.75509165,21.08196231,21.40637337,21.73003941,20.88597139,20.6852305,22.22691974,21.21160664,22.10459256,21.46026171,22.03846438,20.27425138,22.14228288,20.67956923,20.83064053,22.19403435,22.29012428,22.14548777,20.66492708,21.85768932,22.00451978,21.98034665,21.6962355,22.18382711,21.72838873,21.96990482,22.00038578,22.00281841
O70279,16.62688978,16.13195961,17.66986035,15.37771675,17.28853148,15.99027843,17.13943314,17.2878279,12.3493327,14.30958214,16.76843401,13.23195326,15.80932368,13.41726364,12.79150777,16.50348344,13.84909283,16.2843,16.8125919,15.90644022,14.2765578,16.14696331,16.21882655,16.24035578,17.15751814,16.69123184,17.30249806,16.79352745,16.80836688,16.46748025
O70293,17.69107247,17.68412168,17.99003035,17.79810214,17.54794052,17.41148061,19.40883097,19.75367003,18.21179672,17.88555066,17.96815213,19.43463188,17.65983633,18.55488244,18.78552681,18.77710974,17.64118737,17.93094152,18.36424121,17.63449216,17.2089761,17.46381754,17.78868075,18.00681743,17.70417476,18.02777989,17.77086599,17.62782051,17.90132753,17.42254357
O70303,19.62283047,19.80980497,19.38668207,19.50131914,17.48120381,19.69582396,19.43304011,18.95825845,19.49312529,19.49330368,19.57524211,19.73451957,19.7593203,19.40753452,19.79096354,19.08551368,20.05691902,19.05499424,19.12513681,19.59885037,19.65742535,19.39123853,19.49360917,19.50337487,19.21567893,19.8683868,19.12074649,19.73362334,19.60498204,19.49725238
O70305,19.71763434,20.15627102,16.73702368,15.67328548,17.89121173,19.92303346,12.57662911,12.51804021,19.58417047,19.63774604,19.25581319,13.27146398,19.76159458,14.1290141,19.43223711,12.79551147,12.11905385,19.56270944,19.33796228,20.01455896,13.55494117,19.98102576,19.65970583,19.59097894,20.39241844,19.67183399,20.09106902,19.69719149,19.55818208,19.62932287
O70309,18.76271617,18.67293972,17.47739332,16.43062605,17.37122708,18.68949873,18.15690902,13.15139873,19.13049583,14.41131386,18.55008597,11.46600494,18.80165029,18.41360869,19.31434994,17.89766567,19.15535359,18.41557369,18.26812737,18.59652377,19.04634337,18.46283388,19.18167404,18.82942065,17.73298952,19.03839884,17.85811896,18.27145587,18.30358078,18.35709626
O70310,21.69058702,21.41055676,21.16962861,21.84038581,21.2546928,21.56130784,21.34254754,22.06163849,21.21161067,21.62807977,21.19960296,21.58573003,21.46704312,21.74422596,21.40156099,21.70196833,21.04133505,21.3248316,21.03036093,21.21709619,21.47129762,21.34549623,21.0114823,21.04660291,21.6570649,21.28027639,21.46542226,21.02938065,20.75502223,20.86373996
O70311,16.52403385,16.37074883,18.49132702,16.91710164,16.87477145,16.55431329,17.0041801,16.67758918,16.61814568,17.30363671,16.6955466,16.96545526,16.80067865,17.00348786,17.1639188,17.23189692,16.24655058,16.8527821,16.49740092,16.41094307,16.87494172,16.30063802,16.02503478,16.78947842,16.88170198,16.60457967,16.87504931,15.96998719,15.7869417,15.91017989
O70318,20.13625682,20.22091119,17.06243456,19.98641932,17.25454226,19.96845025,20.30384657,20.56191284,20.6634212,21.20572903,20.46359846,20.59572928,20.20153697,20.41315299,20.80862011,20.54687629,19.6132793,21.02034839,21.12743334,20.20881791,19.82349625,20.0746623,20.43682354,20.18962429,20.75190184,20.42367094,20.76740321,20.24828945,20.57194707,20.26227312
O70325,23.6513199,23.48489635,23.78775896,23.64002129,23.49305618,23.38020512,23.52921077,23.53797811,23.61590737,22.7224408,22.91578197,23.36463567,23.2034552,24.11136099,24.39596219,23.855851,24.6291587,23.2471999,22.54319822,23.24671461,24.16138012,23.34251278,23.43469222,23.22185477,22.43128811,23.39828204,22.32782553,22.49542311,22.12314402,22.39325432
O70338,10.73129283,9.712270216,17.74663065,15.94304312,17.42193393,9.677047937,12.38358531,11.21630469,11.3033538,13.86763152,11.2766109,14.3300286,11.26835145,12.63200726,10.54808188,11.2999622,12.64804926,10.69797461,11.27757284,10.79259148,13.40034115,10.3773505,10.47521521,10.68140242,11.51626553,10.07845463,10.94818206,10.2257589,10.09250952,10.6036242
O70348,14.12613385,14.7774466,16.47169179,16.71383081,17.14494825,14.61514164,14.35939646,12.59572311,12.10665445,12.64870307,14.38379374,14.6590281,13.95259658,14.09748783,12.21949103,14.45653388,13.55346946,14.66815617,14.53272567,14.73084668,14.46965661,14.91961007,12.59165778,14.36671239,15.20499687,14.06094073,14.86736144,14.26426214,14.4639148,14.49933058
O70355,21.65231163,21.92759489,21.79202929,21.40857412,21.162978,21.29120019,21.90411421,21.81901625,21.34281062,20.65006588,21.40214091,22.102548,21.46917463,21.79778256,21.915972,21.51844914,21.90834525,20.94259647,21.50286583,21.63668188,21.51143337,21.17828112,21.3600894,21.49233233,20.38070312,21.32704134,21.0983075,21.46473696,21.60863607,21.59203015
O70362,18.26349347,18.00541475,17.17646572,15.61110463,18.59196117,17.2082171,17.38864633,16.69842633,17.88888787,13.62436797,18.01802281,17.08924934,17.48046627,18.37385647,19.19608075,17.95231359,19.58522135,17.97644006,17.95550874,16.92546471,19.12398034,16.598057,17.7817705,17.67840662,17.08584429,17.37944492,17.28556582,18.47292718,18.53705399,18.07439749
O70370,16.65275609,16.9149309,16.20812968,16.47858069,16.71200766,16.49067706,15.84127445,11.91311874,15.98870453,13.54595127,16.36276136,16.06270985,16.38424973,16.43173228,16.2561918,15.45289007,15.96131733,16.83583044,16.07943766,17.44091273,16.35279781,16.99032686,16.60359181,16.70977247,16.69076495,16.35186923,16.24864965,16.6554839,16.60273415,16.84187944
O70374,11.78698413,12.69820755,17.38400213,16.29283508,18.3501096,12.15739919,12.91555266,13.3685941,13.54917661,14.02787999,13.67790457,14.17554875,11.84466827,14.1500138,11.60298661,12.20589499,12.90308333,11.26422544,9.906882962,11.29456101,14.72124704,11.68969884,12.51362278,14.02407358,12.96317109,11.25912638,10.46856857,12.11505296,14.09882667,11.46424954
O70378,20.45689824,20.76601258,17.17277561,16.08546308,20.30340531,20.14135056,20.34159717,20.07919365,20.58925129,19.15545221,20.59821576,20.26649476,20.24457762,20.32109364,20.68438859,20.39611785,20.66093765,20.46974325,20.71486811,20.64294681,20.25535588,20.39465741,20.4003317,20.43531932,20.28472905,20.58868893,20.57948399,20.76089543,21.19146355,20.96328609
O70400,21.6336896,22.14406446,16.04763789,19.99820218,17.46845421,22.33181551,18.59345735,19.05050606,21.41175666,20.46489895,21.46846193,19.09592335,22.03051559,18.58553559,19.03675766,19.24942856,19.4182354,21.9859945,21.55996072,22.48582365,19.57588898,22.69468701,21.55862716,22.08544999,22.75974267,21.66383071,22.31138259,22.30029574,21.78881431,22.27735915
O70401,10.70373307,10.55289259,17.03051024,15.93437851,16.01943351,10.27715364,12.4975054,11.9333708,10.56285846,13.4790957,12.66898449,13.17469212,11.71220589,14.25630398,12.99969244,13.11163029,13.78678421,11.94446688,11.4189865,11.69692331,13.71108966,11.05942293,11.72682724,11.13031624,11.78754599,10.85966983,11.34603361,11.402877,11.04198366,11.63103297
O70404,20.20000065,20.44690306,16.63364271,15.40271713,17.08320161,20.2788215,19.44032291,19.07663349,20.7515474,14.11819,20.40808517,19.41561022,20.39394165,19.15168037,20.39526292,19.49456203,20.06787482,20.28494886,20.44702988,20.05527403,19.68751885,20.12614171,20.62334159,20.34513788,20.24072062,20.49926685,20.16062139,20.71041168,21.0605229,20.50792571
O70422,14.33262545,14.45272903,18.00609073,15.53348857,18.309292,13.64795271,16.2767316,16.39315153,13.8679436,15.72178771,14.15914286,16.37659741,14.25928811,15.08116959,14.64110967,16.62135725,14.74123521,14.72540384,15.14251498,14.24448749,14.71791622,14.2149501,14.30647359,14.25314679,14.23507969,14.13399681,14.84741617,14.54373001,14.56010946,14.52416875
O70423,17.3765044,17.77064108,17.68976182,17.90973105,16.54396243,17.6306085,18.00719498,16.88423608,18.91466778,14.19010443,17.96210338,17.31539143,16.92495666,18.55157663,19.79996995,18.3415022,18.96080888,18.93564095,18.9563948,17.0726125,18.66218852,17.6677855,17.74129158,17.26187076,17.29145334,17.5727532,17.63756791,18.90255895,19.36741513,19.26226519
O70433,17.2627606,17.25068885,17.42485843,17.12461411,17.57150938,18.03817497,16.85666418,17.62944573,17.20230359,17.32917268,16.58015857,16.90221146,17.30540381,16.84982609,16.82455481,16.98645641,17.08767082,17.05091295,16.96671162,17.56755465,17.29681227,18.03712436,17.16393817,17.60128164,17.67258483,17.29110545,17.49858794,17.53149981,16.94465801,17.33562227
O70435,22.30045999,22.50311043,16.57905569,20.90625622,21.04266583,22.78028203,20.67462173,19.92804904,22.30608537,20.00081346,22.21559447,19.93890073,22.48653516,20.71221673,20.85647015,20.53696796,21.85675336,22.07231799,21.6492164,22.60993913,21.61462503,22.853949,22.39231834,22.48902337,22.84181419,22.235493,22.39863517,22.28855182,21.87798155,22.22624326
O70439,19.69975832,20.10008443,17.64608887,15.79253857,16.5907809,19.90205243,18.43648304,17.89422621,19.66678135,17.4533334,19.76827369,18.48084399,19.76744365,18.57451316,18.6952803,18.49589106,18.72569184,19.95895073,19.74585799,20.15681698,18.47049486,19.91585779,19.60749182,19.81582925,20.05121112,19.87265146,19.66114196,20.1280959,20.49649793,20.18691136
O70445,10.8044299,12.3004322,17.71970083,15.65437168,17.53440832,11.11613684,12.11962607,13.30529316,12.20902674,10.46932708,11.41654141,12.4686462,12.18795191,15.15458848,11.25298345,13.12177934,14.896577,12.35574955,11.90320933,11.58763578,13.5943953,13.67047135,11.93271104,11.89856833,6.915402613,14.17120838,7.373937126,10.09254246,11.62630493,11.0262906
O70456,22.42337756,22.52039532,20.95415553,20.19867667,18.21395005,22.90482052,20.12740498,19.40327743,22.13548884,19.99356457,21.73634253,19.91657673,22.55371526,20.3123576,20.24058123,19.87551809,20.69493513,21.95915599,21.56706282,22.62064938,20.68065131,22.88818405,22.06462729,22.62182867,22.57410356,22.5185103,21.93306024,22.11033244,21.78112164,22.19755906
O70469,13.82037054,11.45300146,18.08327844,16.3389315,17.32803513,12.11802723,11.11739359,12.28583196,14.01352527,15.59785054,11.87711498,12.56369632,12.94616437,12.17032986,10.6728517,14.67748598,13.00666254,11.62122422,11.85885803,11.89537173,13.03305191,13.21641729,10.65022007,12.0434208,10.93096598,14.4147502,10.36789874,12.28625702,12.03717752,12.3695855
O70472,17.92989168,18.04197432,17.5117268,15.53327454,18.16585176,17.49393515,17.50523842,17.24840141,18.06610348,18.01563303,18.08115611,17.86778641,18.0157935,18.40821904,18.30863477,17.59195867,18.5180223,17.83139192,17.9293864,17.89223167,17.72697823,17.58272461,17.98833427,17.88884464,17.67599491,18.08394497,18.09079,17.94206998,17.91500114,17.97811282
O70475,24.3415244,24.67424106,22.91695346,23.32050143,22.8851564,25.03630918,22.79701674,22.68207796,24.3052106,22.37936398,23.32255977,22.52128307,24.32768678,22.14308184,22.90771696,22.90642842,22.31435667,23.54792024,23.51685372,24.73995383,22.81434328,24.85318891,24.35758737,24.47586181,23.7816577,24.44450674,23.52988812,24.20783981,23.80754831,24.10913926
