ProteinID,322_WT_M_imputed_intensity,364_Mut_M_imputed_intensity,393_WT_F_imputed_intensity,323_WT_F_imputed_intensity,343_HET_M_imputed_intensity,344_WT_M_imputed_intensity,345_Mut_M_imputed_intensity,346_Mut_M_imputed_intensity,347_WT_M_imputed_intensity,348_HET_M_imputed_intensity,350_Mut_F_imputed_intensity,351_Mut_M_imputed_intensity,352_HET_M_imputed_intensity,353_HET_F_imputed_intensity,356_WT_M_imputed_intensity,358_HET_F_imputed_intensity,359_HET_F_imputed_intensity,360_1_Mut_M_imputed_intensity,362_1_WT_M_imputed_intensity,365_Mut_F_imputed_intensity,366_HET_F_imputed_intensity,389_Mut_F_imputed_intensity,390_Mut_F_imputed_intensity,392_Mut_F_imputed_intensity,394_1_WT_M_imputed_intensity,395_HET_M_imputed_intensity,398_1_HET_M_imputed_intensity,401_1_WT_F_imputed_intensity,499_1_WT_F_imputed_intensity,500_1_HET_F_imputed_intensity
Q9DB91,16.42649159,16.28366,16.6746333,16.04402539,16.53410355,16.0588788,13.57191464,17.40526679,16.01906597,16.43689232,16.5163669,17.92900032,16.41759288,15.47241854,16.50352536,17.76728531,16.22942749,16.9660953,16.71585796,15.90158012,16.50138306,16.51831665,16.17427408,16.29858248,16.41179202,16.26394854,16.95990192,16.80096885,16.8034357,16.67188935
Q9DB96,15.70686971,15.13585055,17.75085551,14.46550302,18.47826609,14.58233404,15.94408016,15.75534242,15.58312402,17.21200475,16.37746087,16.13459222,14.93827395,16.33157299,16.55867669,17.09348,11.72876781,16.49802784,17.3286272,15.60466513,12.50891977,15.72186601,15.41375163,14.90370925,16.83601083,15.26100708,16.97283116,16.27995656,16.84088389,16.57317246
Q9DBA6,18.46818777,18.54103599,17.62220325,17.98105882,17.49251648,18.25836749,18.36578851,18.57607562,18.20444527,17.94192596,18.52950044,18.80311645,18.48960906,18.75560021,18.36469314,18.62477346,18.7514576,18.04467451,17.95146538,18.50147027,18.91223151,18.09993901,18.08348945,18.29393361,17.88313481,18.36823812,18.29672779,18.0488859,18.17261683,18.03859202
Q9DBA9,17.15075801,17.4184906,17.79363492,16.68131514,17.50074023,17.27659657,19.20221448,19.93379309,17.26639256,17.70852986,17.41723256,18.68488156,17.48448069,17.74303373,18.06809474,18.98720133,17.68719967,18.01300128,18.18532809,16.95201976,16.84596977,17.02209728,17.08292398,16.89978294,17.8808439,17.54654772,17.9672902,17.80491582,17.53769626,17.61417833
Q9DBB1,14.06419199,13.56899358,17.05613017,17.36417006,16.88527004,12.88535799,13.03312245,12.06925618,13.13687601,14.28314801,13.86591503,12.76074206,13.29756932,13.39797417,11.99232749,13.36541032,13.39263728,12.43875283,12.95472726,13.30339599,13.04878876,13.14985603,13.68419566,13.75312107,12.73229547,12.67791725,12.854379,13.66503237,12.57377991,13.56869774
Q9DBB4,15.38178623,15.29907204,16.92583426,15.27923782,15.67562513,15.39607531,14.6268708,13.46443416,15.6254811,15.69869199,15.32242478,14.8863537,15.42420401,14.75225177,15.91821976,15.25536707,14.97050992,15.75060327,15.93366135,15.14204896,15.29493396,15.29663596,15.49433951,15.33191972,15.41155597,15.36098418,15.57452947,15.49615684,15.29397775,15.51187426
Q9DBB5,11.25564456,10.8087765,17.49038989,16.01406373,16.90964801,11.03976288,13.77206118,10.85927779,13.55539031,13.04573521,13.14300996,12.1869903,11.03141621,14.44190543,13.37808999,14.41033196,12.21971198,12.38894381,10.96888225,10.78500548,13.82260354,10.51434771,12.55265834,10.54667489,10.072766,12.64155438,10.57811063,11.55195674,11.16873861,10.23531585
Q9DBB8,13.01684731,10.40701838,17.83872997,17.18905674,17.09279499,11.03015886,14.99977356,12.83357063,11.31679387,15.93123012,12.64335828,13.15789024,12.89395153,14.36176788,11.90374621,13.47988489,12.1170465,11.45625831,10.18591929,10.4683138,13.94403387,12.3824399,10.50982224,11.80744302,12.03685823,13.17036749,12.13042341,11.31931893,10.52504667,10.37614727
Q9DBC0,16.02187776,16.42545719,18.78387442,14.94178727,17.72821947,16.61513211,16.34054995,15.23894713,16.00467383,15.99671323,15.77542692,15.56066992,16.33784187,16.21568922,15.56517699,16.2249284,16.32875573,16.23313386,16.06997646,16.74790681,15.53388444,16.52236323,16.14844978,16.18910013,16.62766901,15.92058684,16.24463803,16.57105443,16.07438396,16.4737505
Q9DBC3,17.90624856,18.20104557,17.30019517,17.8328728,17.07562771,18.10731658,18.63547798,17.60501271,17.96414076,17.93663294,17.82721408,18.24999112,18.02047804,17.8921429,17.65094409,18.03363209,17.38204917,18.07510759,18.16282074,18.26982594,17.42846105,18.18140587,17.93449467,18.24615506,18.37936427,17.73130052,18.10272546,18.2638565,17.81587385,18.21763911
Q9DBC7,20.19281558,20.07161452,16.84383529,19.77916865,18.33365095,19.86531629,19.42996979,19.32980834,20.34159488,20.15055403,19.86327881,19.9804799,20.01557961,19.20995142,19.50188287,19.18561014,18.87644466,19.95207214,19.99231186,20.27921116,19.21405895,20.15993016,20.11413462,20.63621796,20.01862181,20.31272686,19.69512514,20.46685736,20.3258731,20.35362705
Q9DBD0,12.43591027,12.57415488,18.16140298,15.65302266,17.42825968,12.24968794,11.17598648,13.51366411,11.38191585,13.63926352,14.07972835,14.47035292,13.40613372,12.64093397,10.9006944,12.64011164,10.06726985,10.26160472,11.21193783,13.21949235,10.93940527,12.35106545,13.49321812,11.50165322,10.68084167,11.72597952,10.9844547,14.16069722,11.5564287,12.25853031
Q9DBD2,9.810465103,9.720483342,17.50568015,17.38407044,17.76037004,8.74718618,13.59769617,12.94540001,10.01851935,14.78755455,13.87386114,13.96776995,8.703769756,12.94998783,11.96693589,12.88580489,10.7387717,9.32847314,8.320816823,12.20867223,15.36893291,9.212828566,9.112154007,12.83872698,9.159251089,9.326654353,9.068732786,8.788609399,8.320739537,8.448024392
Q9DBD5,18.44049476,18.46294401,17.66044467,18.82559783,17.84682006,18.23560884,19.07858127,18.64011033,18.6493765,19.55587058,18.87596707,19.25667325,18.64974409,18.73940828,19.42553458,19.13948012,18.94962814,19.03525973,19.37878683,18.42836659,18.32858243,18.35680988,18.15665872,18.53443119,18.85018207,18.46605919,19.56536979,19.21681504,19.22539144,19.05622781
Q9DBE0,15.41537207,15.86489487,17.33405926,14.90871923,17.67125051,16.47786759,11.49387207,12.21571816,15.81880045,15.61617205,15.71396302,11.74048201,15.56607151,12.96697876,15.55786161,14.85035697,15.25303727,16.17933457,15.95356014,16.26153075,15.43629963,16.72521213,15.63364681,16.22166832,16.85779689,15.32994003,16.61565129,15.89696779,15.29928334,16.16482705
Q9DBE8,19.1943855,19.23414032,17.28148953,16.34831147,17.6374341,19.223643,18.17325312,17.6555487,19.33142444,19.07462785,19.20613165,18.6756281,19.28696219,18.19103238,19.44046563,18.11885879,18.60249556,19.44227595,19.40566597,19.58135107,18.41645831,19.10403703,19.15280851,19.22982529,18.91867469,19.21071621,19.32337087,19.37943589,19.51068414,19.23632846
Q9DBE9,16.81554512,16.42086167,17.54336184,15.97938659,18.24326899,16.57417436,17.41098779,18.60904454,17.05693494,18.6241541,17.32126355,16.95974761,16.60501671,17.74182626,17.26005632,18.44759124,16.21819747,17.89921234,18.25595467,16.15540051,16.31797358,17.0129294,16.55693444,16.37517172,18.24631633,16.90307422,18.46204856,17.43120393,17.74159491,17.58440631
Q9DBF1,15.39584699,15.89487308,16.89141382,16.71993577,17.00692114,16.0624079,14.84212176,12.57548817,15.71207924,16.08255509,15.65921593,12.52671336,15.82940388,15.18588389,15.74672608,12.75987765,15.6358878,16.00447508,15.49563389,16.28919104,15.66398242,16.31133181,15.72043922,16.04044903,16.3082567,15.77517922,16.21353768,16.35768005,16.02193182,16.56193806
Q9DBF7,15.41575282,15.37784763,16.63035735,15.33899654,17.68913299,14.77288006,15.94932731,16.58393086,14.96261802,16.1939437,15.08817608,15.39727912,15.03159773,14.7796082,15.99193858,15.71489756,13.39286965,15.49833645,16.11251804,15.44894151,13.92369997,15.2230675,15.25425244,14.91449249,15.50560175,15.13126928,15.68739124,15.74926421,15.96168591,15.62338084
Q9DBG1,21.14574272,21.10470429,18.54720686,20.18704188,17.1364851,21.38494741,20.01963473,19.63388675,21.23699958,19.43790559,21.27640735,20.41307196,21.34601269,20.65691435,20.70686599,20.13165188,20.63901973,20.74437211,19.80312298,21.77968747,20.71061941,20.97522329,21.02981795,21.59955592,19.95157306,21.46609918,19.98451883,20.46987315,20.56970868,21.04963618
Q9DBG3,22.3124779,22.30074453,22.28189621,22.37424221,21.9926223,22.49976304,22.31293667,22.20496133,22.29283078,22.167894,22.2812028,22.17661245,22.31169433,22.52007808,21.84269937,22.2621874,22.3318835,22.05625167,22.02506059,22.21030603,22.57161323,22.41667305,22.24532546,22.23833336,21.86675325,22.21999509,21.89729424,22.07558082,21.74877741,22.01625774
Q9DBG5,24.3033667,24.41265981,22.82600136,22.15637115,23.57240094,23.99326095,21.86056642,21.48854384,23.9362363,22.19057695,23.87764942,22.40486251,23.95313596,22.20049038,23.85896165,21.70313189,23.09727126,23.93402263,23.98444765,24.0600706,22.4552931,24.26331963,24.10447713,24.07510865,23.44893416,24.015364,23.44771791,24.39638662,24.70901595,24.41580431
Q9DBG6,24.00350367,23.76395578,22.64106891,22.38765775,23.3138638,23.48561593,22.9597842,22.38620367,23.8832517,22.06078332,23.74851253,22.91128386,23.68848466,23.15386159,23.96867518,23.25565017,23.94575646,23.70399658,23.71788779,23.72123849,23.18447554,23.56811894,23.62338291,23.70831909,23.42344179,23.96189839,23.70491505,23.88749348,24.08531654,23.7709499
Q9DBG7,20.94601626,21.04469248,20.62010339,20.66217899,19.12619952,20.49290266,20.32156305,19.97869443,20.78113308,20.87481284,21.01863841,20.41783482,20.78346687,20.74510559,21.29665567,20.68192577,21.18591028,21.01911539,21.31334527,20.67300959,21.18333571,20.60535426,20.69498172,20.6833537,20.79226865,20.82670983,21.04690936,20.8282952,21.16310365,20.84687434
Q9DBG9,21.31578892,21.56562566,18.2998784,20.61070461,18.21822104,21.55108657,19.76556076,19.86409734,21.0543308,20.78173774,20.82605927,20.03622413,21.15370173,19.32484674,19.73296115,20.3099478,19.8586204,21.13344988,20.87018452,21.78877678,19.81929107,21.66461232,21.49673826,21.44925913,21.84208605,21.07246613,21.22015516,21.17384302,20.83727622,21.47900751
Q9DBH0,19.77138733,20.23860185,17.45001266,15.89392731,17.31975631,19.84406028,19.05847469,19.38844807,19.72955829,19.57289583,19.72217252,19.28255429,19.93175295,13.83827619,19.74760296,19.05575847,18.9829263,20.15316871,20.03416143,20.19702342,18.91631354,20.21311293,19.91612553,20.08246486,20.09605308,19.85420657,19.89025042,19.98101632,19.83246304,20.0461218
Q9DBH5,23.40936883,23.60095247,18.09526012,21.96838842,22.48836022,23.01406038,22.44927772,20.91312067,23.55004664,17.93048939,23.4866165,22.08859726,23.32220096,22.47800166,23.84934963,22.44546138,23.47427879,23.14659309,23.40899961,23.39726317,22.58688189,23.22172974,23.4440383,23.30576678,22.95265423,23.59297523,23.24492138,23.80362467,24.11980795,23.65249714
Q9DBJ1,23.56360458,24.12885198,22.21448238,22.68655998,22.51746785,24.19010421,21.09359962,21.00741271,23.32637681,21.44122661,23.0326662,20.53575525,23.7432952,21.21820399,21.28575349,21.16924003,21.68914321,23.31872213,22.93766287,24.1931808,22.05344319,24.20891586,23.46927329,23.73330878,24.04334488,23.41904756,23.3928627,23.94288575,23.58878562,23.67817022
Q9DBJ3,20.45835488,20.5272242,20.04963127,20.36027457,19.97981345,20.2768777,20.63480318,20.72080945,20.24617107,21.0207299,20.12984124,19.98098636,20.57736807,20.22962229,19.966877,20.54068908,19.61721638,19.89858324,20.34426929,20.10405236,20.18219497,20.32982082,20.44301691,20.17752182,20.39197388,20.35529561,19.98824599,20.07729119,19.87508158,20.25268628
Q9DBK0,21.25125041,21.72612946,20.22979862,20.30266213,17.77613267,21.92657495,20.31883348,20.10819428,21.12217385,19.73342882,20.90587504,20.35723354,21.19225512,19.94589724,19.92663927,19.97483034,20.38653481,20.27673113,20.12162299,21.77019651,20.49053827,21.9669599,21.87614889,21.86602603,20.69094731,21.01109078,20.15494387,21.11142003,20.54387729,21.07516052
Q9DBK7,19.38215515,19.50142594,16.28641405,18.33513678,18.38735403,19.97813963,17.72225381,17.6592108,18.9582862,18.3312304,18.98725202,17.8567316,19.30683203,17.74356201,17.9854259,17.61655337,17.82397005,18.58581531,18.28518023,19.60322512,17.91629184,19.93132571,19.07412227,19.62643564,19.26663406,19.11140881,18.72680708,19.49255863,18.90727227,19.27787304
Q9DBL1,17.55399486,17.76750383,17.33281293,17.01369021,17.29210802,18.01949837,16.26947808,12.5766496,17.48559267,16.96969721,17.65128876,16.20126145,17.98157364,16.39165067,16.45439347,16.34332326,16.31867447,17.92909786,17.70130917,17.85602266,16.41728941,17.83810743,17.15728196,18.06356497,18.36027382,17.51612596,17.98069531,17.22933441,17.61544861,17.27058043
Q9DBL2,15.49968068,15.37363331,17.82297338,15.36267723,18.28223329,15.07132622,15.55749884,16.17054755,15.18160002,15.99127663,15.38082424,16.00955728,15.12649929,15.33774948,16.13238961,15.56580769,15.60415276,15.22949716,15.53700012,14.96996418,15.09646767,14.85954976,15.38162772,14.96350634,14.78835106,15.19571522,15.052116,14.8174053,14.62197088,14.87010952
Q9DBL7,19.98757805,19.66047719,16.70145737,19.34798972,17.99340322,20.0748542,18.89790445,19.39625003,19.9681866,19.84678341,19.909841,19.26443447,19.95943639,18.97389002,19.32292737,19.01062931,18.8376445,19.84271473,19.88976309,19.81929133,18.86926675,20.02583637,19.76615496,19.89336021,19.63554812,19.95510632,19.70302028,19.83008872,19.68859791,19.85043031
Q9DBL9,17.61585251,17.60312515,18.56476687,16.19897868,16.92551371,17.76234038,16.73482839,12.31055043,17.82353715,13.76046941,17.62568037,16.80026227,17.57985792,16.8617453,18.36050133,16.08774027,17.78968551,17.43639047,17.78363908,17.70035981,17.39117847,17.57439994,17.77444883,17.52989188,16.83440547,17.67960035,16.86834308,17.77989721,18.13937144,17.70465251
Q9DBM0,19.18001342,19.54078685,16.23181997,15.22690555,16.2591134,19.80986883,18.04720219,18.28491688,19.75364946,18.04205771,19.95170327,18.35837574,19.82586228,18.38780258,19.00824978,18.2104199,18.94437133,19.14500337,18.98799339,19.93217603,18.44290001,19.53658388,19.39055382,19.48465874,18.8869258,19.62916972,18.84024333,19.20718772,19.38542865,19.67116008
Q9DBM1,13.99315939,14.13760264,16.61002435,14.27195631,18.24782235,13.31909789,13.53044782,13.65317853,13.63073973,13.86292571,14.4398261,14.37505001,13.85565634,13.3096271,14.45086675,14.56077206,13.1813262,14.3760418,14.2612685,14.16899081,11.96962101,13.52674023,13.81583072,13.84971256,14.30165694,13.79696482,14.48006854,14.21480524,14.13630206,14.26725692
Q9DBM2,24.25348145,24.32219753,23.84648723,23.97595986,23.22600674,24.29062075,23.73899522,23.51427018,23.73238378,23.05739537,23.33859873,23.5764823,23.95172869,23.14360926,23.40479206,23.4071366,23.20870793,23.19176492,23.12538851,24.287262,23.52542653,24.00719669,23.6101374,23.8660326,23.05180448,23.84116427,23.29513697,23.5270743,23.35215259,23.65321544
Q9DBN4,15.70458619,16.30876558,17.27493589,16.23940388,19.43619343,16.07170125,13.13360617,13.1112321,15.91319276,13.80664115,15.8431635,11.54953961,16.09899861,13.47527301,12.79058228,14.01443176,12.36831013,15.92290097,15.71219292,16.54527178,13.39875313,16.34245843,11.17189696,15.83124641,16.43900053,15.89808235,15.76224827,16.00231268,16.66247752,16.39411493
Q9DBN5,19.73288632,19.9506824,19.31425622,19.65149257,19.17897071,19.54151123,18.79400882,18.43994265,19.64060681,19.2318481,19.86573234,19.16033485,19.83581921,18.51473729,19.42646603,18.73845108,19.22006158,19.52677222,19.38086612,19.66576988,18.7262706,19.37457858,19.50067793,19.3906397,19.22666737,19.63216949,19.35812772,19.74103361,19.80000246,19.59354043
Q9DBN9,11.90680129,12.51019089,17.16795555,16.4836783,18.56303678,10.71424837,11.7475402,13.59782904,10.30075477,14.75125859,10.15738896,15.44606761,10.40617466,12.8640156,13.47248604,10.58289811,14.70417697,11.46098597,9.586224355,9.884079938,10.26758099,10.37692972,10.58754073,11.80017296,10.80309595,9.943118093,9.347943947,9.243878142,9.756939618,10.71180386
Q9DBP0,20.29977521,19.86769132,17.37926934,15.70232652,17.58645403,20.19356342,18.68716027,17.5250034,19.98996501,18.20183854,20.50986974,18.47964347,20.39588509,18.93575554,18.88115307,18.42737996,19.48419398,19.1558323,19.1399798,19.69525984,19.08168338,20.4390063,19.85302833,20.20015389,19.57481147,20.19412685,18.93242967,19.38865121,19.31804323,19.2680843
Q9DBP5,22.91720883,23.2164196,22.06319873,22.23675299,22.19324879,23.53328983,21.62212179,21.52920213,22.47211738,21.84826664,22.46203212,21.83927464,23.03029906,21.54672314,22.16529932,21.59314029,21.66005261,22.61484671,22.46248551,23.42071921,21.88135588,23.47481631,22.84166524,23.20778673,23.02709545,22.88069619,22.64667773,23.10782859,22.77992486,22.97561665
Q9DBQ7,16.07750402,16.1094762,17.61966842,16.68149742,17.77042389,16.37193278,15.4924822,15.50655071,16.22257408,16.97257636,15.80838602,15.77013709,16.4065784,13.89627938,16.21240041,15.76864978,15.15911849,15.98873855,16.45377547,16.32979565,15.27228813,16.48725868,15.94836049,16.11725357,16.32720049,16.13273567,16.24818268,16.32377265,16.42158304,16.62528436
Q9DBQ9,10.8519019,9.926962053,17.17976387,11.05641147,19.5276833,9.93913096,10.8576131,10.76436389,12.14672557,10.85545598,12.40062305,10.63969288,10.42039497,12.84819104,10.92604372,11.46966455,13.0513705,12.36612347,10.6490924,12.87602526,12.89051087,13.28081666,12.56357874,11.89484152,9.741548211,10.22235002,10.89867521,10.15898491,10.57631028,12.26602039
Q9DBR0,18.44145926,18.92249772,18.63173161,18.8849188,18.78884639,18.72349815,19.87814757,19.50350095,18.94042455,20.39300784,18.95775075,19.05308724,18.81933634,18.91675365,20.02340688,19.24895993,19.12962751,19.6745724,19.6632212,19.01707823,18.15198078,18.98405873,19.02666053,18.99284443,19.43904553,18.79048675,19.58103594,19.07581544,19.08622426,19.10518914
Q9DBR1,18.4476256,18.87877608,17.13069153,18.65711417,19.39924148,18.78302242,18.43798234,18.52078792,18.33735657,18.50892983,18.48078505,18.37221111,18.54135131,18.37577544,18.1469052,18.71900139,18.1843818,18.91380385,18.94590783,19.124925,18.31163067,18.90400863,18.71553077,18.57570483,19.6582568,18.25420928,19.47058723,19.07284764,19.06531582,19.06888323
Q9DBR3,18.45823936,18.57492828,18.51120504,18.36371017,17.80871645,18.56904774,19.02807417,19.46922425,18.32072102,19.03748206,18.22886456,19.37374611,18.35689625,18.9174171,18.68398148,18.85738045,18.99617172,18.47463673,18.58172137,18.08135711,19.0023868,18.24050219,18.35203588,18.12429374,18.31759031,18.44971764,18.32339966,18.59490928,18.24862539,18.2567436
Q9DBR4,12.94554398,10.50151118,12.43468461,14.98153843,17.61042118,10.32515504,14.88105831,12.45928078,10.01565956,12.87059321,10.32205053,14.30734897,12.55752726,14.1932436,11.28927146,11.98126215,10.52973198,11.42530633,11.84901184,9.921157338,13.78946239,10.91368922,11.77996605,10.86781492,10.62960441,11.03997502,10.99654911,10.61677402,10.16278751,10.05685085
Q9DBR7,18.98081216,19.56146062,17.78332633,15.24755671,18.26610418,19.69438713,17.86192396,14.51762843,18.86258356,18.67533833,18.87067808,17.81860348,19.20239996,17.85441764,17.50885794,17.81115242,17.80367773,19.12019983,18.71432307,19.87953301,13.92587563,19.68518465,19.04457609,19.41159913,19.66488254,19.09160607,19.10748105,19.43616489,19.01911166,19.45847251
Q9DBS1,20.51143925,20.62669999,20.67848727,20.06037886,20.88704389,20.31954738,22.20574645,21.26150983,20.87855263,20.38631154,21.04289826,21.43658696,20.21401834,22.37352984,21.56701589,22.06189397,22.46979824,20.50626044,20.65399824,20.34091716,22.15642478,20.37694966,20.93319334,20.70144152,19.97275352,20.53252072,20.11493725,20.29811988,20.47111989,20.22213853
Q9DBS2,18.36342537,18.30921386,17.54317037,14.60872522,18.39295564,17.81219477,17.4697827,17.24934202,18.90514281,18.07288725,19.08953028,13.28533591,18.48948773,18.2865243,19.17182085,17.41432532,18.75715352,18.6606967,18.62476932,18.10435925,18.84676221,18.1681454,18.45299606,18.64010133,17.87517007,18.99980502,18.41786593,18.9014905,19.18146574,18.86508421
Q9DBS5,21.30066805,21.29149951,18.33632827,20.85127526,17.54794679,21.2952513,19.93828158,20.2781917,21.17390364,21.39690264,20.9278024,19.79842701,21.29887536,19.78700428,20.1724172,19.76952782,20.05424686,20.69252244,20.60266616,21.35806978,19.61280895,21.36959387,21.12115353,21.3066189,20.9741514,21.28184118,20.71168281,20.87204698,20.81075678,20.96167553
Q9DBS8,12.4936442,11.66722038,18.55998109,14.55499772,16.59647735,12.68517508,13.75669828,13.20095448,13.49631515,14.28964652,10.2848015,13.30469794,11.55271076,13.37505227,13.28807004,12.8170601,13.44827193,12.78694804,11.19813926,11.89132321,14.19575026,11.35598505,11.93225927,13.2630259,11.60132808,12.67223156,11.94728977,11.3311123,10.14796644,11.28928276
Q9DBS9,18.28347309,18.296669,18.15057669,16.48372892,17.28545946,18.32123501,17.88363565,17.72686994,18.51940124,18.03122126,18.09779204,18.12284529,18.28772458,17.95189308,18.29733279,17.7753655,17.95007446,18.0217224,17.91500838,18.46723419,17.8516666,18.33239371,18.45983283,18.59438752,17.69692932,18.51431123,17.76098056,18.00177318,18.1702022,18.10023817
Q9DBT3,15.18552537,15.59794457,17.34184548,14.04128176,15.34426045,15.71941211,15.60360751,16.36001899,15.28369785,16.60819107,14.71394478,14.59015624,15.66625685,12.3734726,14.86712513,13.09972691,15.33338983,15.64980652,15.39274025,15.00456982,14.55180933,15.50677486,15.0228902,15.24258114,16.36381049,15.49688594,15.99896008,15.42952323,15.27053554,15.35581462
Q9DBT4,13.79668975,13.4833444,17.32561159,16.04459629,17.15891071,13.67874599,15.03286595,11.40486438,14.62444666,13.93509639,11.0830944,13.57838707,13.77974757,14.15607421,14.73897972,14.4400366,13.69449619,14.53327265,14.49194488,14.12376219,13.50618201,13.93643696,14.08302804,13.8623898,11.20247843,12.20360807,13.69336457,14.55464588,14.5341959,14.51892515
Q9DBT5,17.69004812,17.97109766,17.36391153,15.32288743,17.03096008,17.81258957,18.22042632,18.40739712,17.84212084,17.61887633,17.54397531,18.0246372,18.06879989,18.58385331,18.18148667,18.29829363,18.49635398,17.83847841,17.64295176,17.77580965,18.78704808,17.87619852,17.51918342,17.67429906,18.63523228,17.89530875,18.18775125,17.71311967,17.31445969,17.86632636
Q9DBU0,21.38634901,21.44765668,18.03741559,14.602241,17.48781837,20.71269361,20.65958703,20.72078985,21.29028028,19.48344156,21.41179819,21.34239757,21.07493085,20.64844897,22.08304857,20.66273349,21.62740144,21.15864174,21.23166682,21.08976443,21.34255589,20.75503816,21.10021007,21.08841845,20.49051216,21.20431831,20.99554811,21.19288209,21.38160671,21.02048327
Q9DBU2,14.15579335,11.27061064,16.30143495,15.43897975,16.10314436,13.89715564,13.94827925,12.6005868,14.67205056,12.8369549,14.67436894,13.93477622,14.48422591,14.58455768,15.13510633,14.62674342,14.38831661,13.91601438,14.45977193,13.91370522,15.12346666,14.17576838,14.44013351,14.38029269,13.77050789,14.603223,13.80012362,13.96604605,13.73351169,13.89432543
Q9DBU3,17.06660106,16.59140218,17.14168482,15.47224285,16.26680154,16.75405595,16.82931497,16.79196417,17.33175937,16.88051029,16.53721323,16.56045306,17.08242273,16.60542039,16.85614378,16.80215705,15.97640371,16.91284746,17.16314484,16.8244233,16.5070754,16.89069727,17.32145621,16.94292454,16.71817054,17.12471165,16.15932748,16.534719,16.34400306,16.81706149
Q9DBU5,11.10856921,11.69219284,18.0624246,16.53723944,18.15725084,11.40914422,13.13558354,13.56816952,11.79604816,13.72236999,11.55689591,11.92745698,11.43855418,11.97237931,11.95685637,12.74716043,11.90928967,11.43607474,11.9927463,11.42585189,11.8208473,11.11107784,11.21813003,11.46229185,12.11820973,11.66017518,12.03949789,11.70388103,12.21195948,12.25998465
Q9DBU6,14.85580999,15.26424513,17.90243565,17.45311202,17.20278019,15.26647776,14.64327039,14.16933024,15.3825278,15.07735801,14.85249175,13.140962,15.16532708,13.25163017,12.83325548,13.01379799,14.12239789,15.52638908,15.7468234,15.50496496,14.52316068,14.90308428,14.80595273,15.32962891,15.88129431,14.8851437,15.97311988,15.54477447,16.28368424,15.7280909
Q9DBV3,11.61779633,11.59792253,16.79320173,17.01227683,17.90056959,14.68196416,12.39261699,14.46749101,15.28219226,14.78381537,11.37824984,14.42625845,11.07012061,15.27510888,15.24961382,16.03503753,12.82144218,15.27593616,15.85239332,14.59390511,14.41173526,12.26208665,12.23460152,14.92151634,15.23153869,14.81265268,16.01559678,14.97766407,14.64068183,14.85438404
Q9DBW0,22.96334446,23.04590387,21.58139315,22.21599082,21.78807848,22.84974037,22.44622163,21.69468443,23.01902865,21.29162531,22.55256849,22.55606705,22.67112948,22.11620474,22.81118796,21.94016741,23.00563027,22.23770397,21.9608995,22.92330623,22.46440569,22.78884479,22.75579684,22.72670637,21.55804929,22.72795079,21.9596928,22.56502231,22.76827257,22.70207968
Q9DBX2,17.47342217,17.95315008,17.98176649,16.8623138,18.06569497,17.59800845,16.76132334,13.73096668,17.15302931,14.10121063,17.25495135,17.37296595,17.50186272,12.73449728,17.93501066,17.10538881,16.54037924,17.95279757,18.37784649,17.47422892,17.00111913,17.6098848,17.99153742,17.37706693,17.6171607,17.04975054,17.95333157,17.73488487,17.17563208,17.95274095
Q9DBX3,20.22098905,20.06592144,17.1675761,16.85381352,18.87964858,20.41601852,19.37282094,18.22962997,20.20240746,18.07930999,19.97053241,19.43277865,19.49270204,20.24542376,20.05249928,19.45105509,20.83100173,19.36121564,19.29706838,19.7425835,19.9103942,20.50202115,20.5452505,19.73401295,19.12424223,19.9477009,18.53996734,19.4742916,19.43136486,19.7123484
Q9DBX6,22.15695897,22.43049026,17.51312217,21.10406797,17.02763895,22.27529564,21.18555274,20.27046587,22.3928127,20.42688283,22.53954202,21.37699853,22.39580105,20.79767969,22.23138408,20.91384585,21.58287452,22.14325592,22.20739527,22.61853589,21.08298274,22.22252706,22.43339528,22.42520786,21.64546869,22.40795981,22.13109314,22.44602798,22.67714614,22.42892275
Q9DBY0,16.32414406,16.16239233,17.58695708,16.32784099,17.56611042,10.99433155,16.61410482,13.22745239,16.22976101,18.43093988,16.70279218,16.54343663,12.20661872,15.84830131,16.42596068,16.46422453,15.72432265,16.92777758,16.78961155,15.68519805,15.87151032,16.86786925,16.03789642,16.18922111,16.77423663,16.36548785,17.3256098,16.48181787,16.75955688,16.67305095
Q9DBY1,20.09785304,19.9024015,17.74716805,19.28553043,19.58053336,19.56624718,19.65585317,19.09502556,19.83570613,18.30079081,19.90074652,20.10898793,19.7892357,20.13723795,20.34337306,19.98024288,20.74074962,19.43636678,19.53808604,19.61756507,20.12990061,19.59510769,19.58998231,19.75943876,19.04023533,19.92444572,19.47043558,19.77691323,20.01650933,19.7132478
Q9DBY8,21.44747285,21.60002932,16.95357897,22.25221369,17.81030854,21.03548052,22.82889007,22.62408739,21.45282038,23.73047577,21.47868257,22.69624149,21.56334712,22.45506292,22.45665431,22.95763895,21.12575779,22.69112857,22.8066485,21.45242144,21.21453185,21.8213178,21.59941319,21.45842579,22.60318065,21.42146424,23.02404088,22.53726639,22.35377383,22.17595299
